,origin,Unnamed: 0,text,author.userName,misinformation,stance,isUSRelated,notes,opinion_label,true_label,claimbuster_score
1427,T3,1504078,"""I'm not gonna turn myself in"" -- but I'm sure he'd attend all immigration court hearings and, if ordered removed, quickly report to the nearest ICE field office for deportation. Such a joke.",JonFeere,E,A,1,,0,0.0,0.600833138
1428,T3,1491200,"Simply enforcing immigration laws incentivizes people to enter the United States lawfully. But the Biden admin has exempted most illegal aliens from ICE arrests, gutted ICE deportations, gutted worksite enforcement, stopped issuing fines to aliens ordered removed, and on and on.",JonFeere,E,A,1,,0,0.0,0.7304731817
1429,T4,603655,@YorksRose_84 Mass deportations are required.,JoyousCivic,O,A,0,,1,,0.5129235861
1430,T3,1586600,"@LBC Stop the boats.
Deport all illegal immigrants.
No amnesty for the illegal immigrants already here.",JoyousCivic,E,A,0,,0,0.0,0.6359195845
1431,T4,627554,@KingBobIIV I'd start mass deportations.,JoyousCivic,O,A,1,,1,,0.4652180942
1432,T2,1236585,"@dave24144975 @mgt_coull26 @ActivePatriotUK Every illegal immigrant is stealing from the UK.
This absolutely boils my p**s.",JoyousCivic,O,A,0,,1,,0.6548791639
1433,T4,129355,"@andreajenkyns Great news, can we add the cost of legal immigration to the debate too.....?",JoyousCivic,O,U,1,,1,,0.3793548198
1434,T4,458954,"Illegal immigrant being held for murder in OHIO.  Been deported EIGHT times.  EIGHT!!!!!

C'mon, Joe

@POTUS @nytimes @washingtonpost @WSJ @VP @PressSec @DrBiden @JeffreyZients @MikeDonilon @SRicchetti46 @DNC @BidenHQ @whitehouse @SenBobCasey @RepHoulahan @JohnFetterman",jshea794,T,A,1,,0,1.0,0.6030224207
1435,T3,1540992,"@chicagosmayor  "" Lori Lightfoot Begs Texas Governor Greg Abbott to Stop Busing Illegals to “Sanctuary City” Chicago""

Tell that to our stupid President

@POTUS @nytimes @WSJ @VP @PressSec @DrBiden @JeffreyZients @MikeDonilon @SRicchetti46 @SecBlinken",jshea794,O,A,1,,1,,0.6516745586
1436,T4,384412,"Joe, you flew more than 326,000 immigrants to Florida.  Why?  That is not border control. You lie, lie, lie

@POTUS @nytimes @washingtonpost @WSJ @VP @PressSec @DrBiden @JeffreyZients @MikeDonilon @SRicchetti46 @DNC @BidenHQ @whitehouse @SenBobCasey @RepHoulahan @SenFettermanPA",jshea794,F,A,1,,0,0.0,0.8560572092
1437,T4,207697,"""Biden’s EPA Is Giving Millions to “Immigrant Justice” Groups “Mobilizing” Democrat-Leaning Voting Bloc""

Another Dem vote-buying trick

@nytimes @WSJ",jshea794,E,A,1,,0,0.0,0.6947459053
1438,T2,1161330,"""Biden admin diverts $2B from COVID, health spending to care for migrant housing...""

Absolutely shameful

@POTUS @VP @PressSec @BarackObama  @RonaldKlain @SteveRicchetti @WSJ @nytimes @DrBiden @MikeDonilon @StefFeldman @AmbassadorRice",jshea794,T,A,1,,0,1.0,0.6365970991
1439,T4,696474,"@asymmetricinfo @mattyglesias
If Trump's mass deportation plans are successful, that would work against a significant factor in inflation calculations, housing costs. Even stopping the influx unauthorized migrants would help that.",jskdn,O,A,1,,1,,0.6759730093
1440,T4,13289,"@SpeakerJohnson In what world would enough Democrats vote for an immigration enforcement bill? The only chance for such legislation was the link between it and Ukraine funding, something you promised, then abandoned. Removing  employment eligibility provisions; 38 years since IRCA promise.",jskdn,E,A,1,,0,0.0,0.6621964886
1441,T4,99155,"@RepScottPerry @SpeakerJohnson I had imagined the speaker was trustworthy, a man of his word. I'm sorry to learn otherwise. The only way to get any decent immigration legislation through Democrat opposition is to tie it to Ukraine funding. 
https://t.co/rn5HYp69oL",jskdn,O,A,1,,1,,0.361744231
1442,T4,133096,"@JessicaV_CIS @CIS_org ""trafficked labor of illegal aliens""

Please don't tell me being 'trafficked' results in their legalization as immigrants.",jskdn,E,A,1,,0,0.0,0.6991486768
1443,T4,476773,"@NewsHour @IAmAmnaNawaz Biden essentially invited people to come and claim asylum even though they don’t qualify. 52% of voters in the just-released  PBS NewsHour/NPR/Marist poll said that,

 “All immigrants who came to the U.S. illegally should be deported.”",jskdn,T,A,1,,0,1.0,0.8033393337
1444,T2,1380512,"Joe Biden, PA Governor operating illegal migrant trafficking operation, allowing ‘ghost flights’ to America’s heartland | Just The News https://t.co/i5vDb0KG9t",jsolomonReports,F,A,1,,0,0.0,0.6475317619
1445,T4,350861,Watch:  Rep. Collins talks about the alarming rise in illegal immigrant crime  https://t.co/XDennf5k3V,jsolomonReports,T,A,1,,0,1.0,0.6788739359
1446,T3,1565527,Watch:  Former Texas Rep. Flores: Border patrol agents are paying for Biden’s failed immigration policies  https://t.co/YqTXnwpQV5,jsolomonReports,T,A,1,,0,1.0,0.7521648286
1447,T3,1501481,"Watch:  DHS Official: Border Patrol encountered more than 10,000 migrants on Tuesday  https://t.co/VBFcSIAGUL",jsolomonReports,T,A,1,,0,1.0,0.8785425652
1448,T3,1494155,Kansas City considers becoming sanctuary city for transgender treatments  | Just The News  https://t.co/YJvzfAcHEV,jsolomonReports,NR,NR,NR,NR,0,,0.5819429394
1449,T2,1423809,"Mon 10 Jan: HMC Searcher and BF Hurricane are also out in the Channel this morning as an armada of illegal immigrants heads for the UK.

Patel and Johnson really need to get this fiasco sorted out! https://t.co/0q0KPpxMtb",Justice_forum,E,A,0,,0,0.0,0.7061950192
1450,T2,1353101,"French police evacuated 100 migrants from an illegal camp at La Dique Royale in Sangatte last week. 

During the operation, 4 dinghies and 3 outboard motors were also recovered. The migrants were taken to reception centres far away from Calais. https://t.co/djbRyNYXlQ",Justice_forum,T,A,0,,0,1.0,0.9168846196
1451,T2,1249490,"Migrants are disposing of their passports, identity documents and mobile phones before being picked up by Border Force and the RNLI.

This is illegal entry to the UK by deception and should be dealt with by imposing custodial sentences followed by immediate deportation. https://t.co/f7NBjtKvRu",Justice_forum,O,A,0,,1,,0.6827775482
1452,T2,1464833,"@KilclooneyJohn Ireland better watch out, half its population are working in and depend on the UK for a living. A change to the Immigration and Social Security Co-ordination (EU Withdrawal) Act 2020 could change that overnight.",Justice_forum,O,P,0,,1,,0.6703923055
1453,T2,1154866,New Year's Eve. One person is critical in ICU after migrant brawl in the middle of Calais. These are the thugs Boris Johnson and Priti Patel are allowing into the UK. https://t.co/ZmwzCHTfxm,Justice_forum,O,A,0,,1,,0.7202165107
1454,T2,1167784,"Thur 30 Dec: This was the poor refugees at a migrant camp in Calais attacking the French Gendarmerie with sticks and stones.

https://t.co/vQNeh9HxNh",Justice_forum,E,A,0,,0,0.0,0.690029364
1455,T2,1176847,"People have to remember that Tony Blair's wife Cherie Booth has been earning a fortune for years defending asylum seekers in deportation appeals and other Human Rights issues.

https://t.co/SznEMHNjeq https://t.co/HaxPxjjXv6",Justice_forum,E,A,0,,0,0.0,0.4870001395
1456,T4,161843,"The leftist House of Lords has delayed the passing of the government's Rwanda bill yet again in an attempt to stop planes deporting illegal immigrants to the country.

https://t.co/gDWtJ8wqBj",Justice_forum,E,A,0,,0,0.0,0.6799015296
1457,T2,1141903,Mon 3 Jan: French CRS taking down a migrant camp on the outskirts of Calais. This camp was being used by migrants attempting to cross the English Channel on lorries via the Channel Tunnel. https://t.co/u0pW38J92F,Justice_forum,T,U,0,Article title,0,1.0,0.8201128479
1458,T2,1276784,"The usual immigrant-loving suspects demonstrating in London against the #NationalityAndBordersBill due to be read in the House of Lords at 3pm.

https://t.co/977c8kVUvW",Justice_forum,O,A,0,,1,,0.3745087194
1459,T2,1283750,"Sun 19 Dec: Rescue services put at risk by crazed migrants this morning. 

Rescue helicopter 163 had to fly in 0 visibility after five migrants jump from a boat into the Channel. 

Dungeness RNLI then picked up the illegal immigrants just after 7am.

https://t.co/KMBjGvFtjz https://t.co/g7aTJInrjS",Justice_forum,O,A,0,,1,,0.7376717861
1460,T2,1306280,Every one of the illegal immigrants who crossed the Channel has been caught grooming children. This is new the England that Boris Johnson and the Tories have created for us. https://t.co/GrO3Rtyl6E,Justice_forum,F,A,0,,0,0.0,0.6593661594
1461,T2,1167788,"Several French police officers injured, some seriously, after they were attacked by a stone throwing migrant mob at a camp near Calais. https://t.co/FvvUe7ot9l",Justice_forum,T,A,0,,0,1.0,0.8928854807
1462,T2,1193275,"Iraqi bomber Emad al Swealmeen pretended to be Syrian and claimed to be a Christian in order to improve his chances of achieving asylum in the UK. Ultimately however, he was refused the right to stay in the UK but was never deported.

https://t.co/5629XzKkpS https://t.co/Dp5kylSjMV",Justice_forum,T,A,0,,0,1.0,0.6661624821
1463,T2,1380624,"London-based Calais migrant charity to close as funding is cut.

https://t.co/ot0nUFuoVA",Justice_forum,T,U,0,,0,1.0,0.573521041
1464,T2,1239343,Fri 7 Jan: Coastguard Rescue 189 out in the English Channel this afternoon searching for dinghies containing illegal immigrants. https://t.co/cEmupcYGXk,Justice_forum,E,A,0,,0,0.0,0.6403381116
1465,T4,458914,"Somalian immigrant strangles his heavily pregnant girlfriend to death in suspected honour killing in Sweden 'because his mother wouldn't approve of him dating a ""white"" girl from a different culture'.

https://t.co/NG74ORdqj2",Justice_forum,T,A,0,,0,1.0,0.6579845314
1466,T2,1141785,This the French Gendarmerie's latest toy in their attempts to run rings around migrants on the Calais beaches. Let's hope they don't come unstuck on those sands! 😂 https://t.co/9VwykJ5oUC,Justice_forum,E,U,0,,0,0.0,0.6030343409
1467,T2,1105824,"Go get em Priti... 😂

The landmark #BordersBill will bring about the fundamental change needed to control illegal migration.

I won't be deterred from doing what is right by the British people 🇬🇧

From my speech 👇🏽
#NewPlanForImmigration https://t.co/jHJ2C1Ddru",Justice_forum,O,A,0,,1,,0.2102345435
1468,T2,1353181,Calais : Migrants causing more trouble for lorries attempting to reach the docks after migrants set up 4 blockades over two nights. https://t.co/tn0aUmOWwL,Justice_forum,E,A,0,,0,0.0,0.6686424041
1469,T2,1424020,Mon 10 Jan: French Navy support vessel Flamant well inside UK territorial waters at 5.20am this morning shadowing dinghies with illegal immigrants on board. https://t.co/j7C227BYX1,Justice_forum,T,A,0,,0,1.0,0.7704982601
1470,T3,1493425,Kansas City considers becoming sanctuary city for transgender treatments  https://t.co/qxtUuHEuzi,JustTheNews,F,A,1,,0,0.0,0.5999470079
1471,T2,1455381,"Vice President @KamalaHarris’s communications director this week apologized for a tweet he wrote 12 years ago in which he suggested that immigration officials should arrest two illegal immigrants appearing on television.

#JustTheNews
https://t.co/SEMUMYWGPs",JustTheNews,T,P,1,,0,1.0,0.7922720144
1472,T4,670224,"Elon Musk, Ilhan Omar spar on X over report Biden might issue green cards to certain migrants https://t.co/ZhUptOis5B",JustTheNews,O,I,1,,1,,0.4520345819
1473,T4,455304,Illegal immigrant allegedly murders wife in front of their children  https://t.co/H4kE0hgZKo,JustTheNews,T,A,1,,0,1.0,0.5648324176
1474,T4,290138,Watch:  Ben Bergquam: Anti-American illegal immigrants are flooding across our border  https://t.co/uL634wHpdC,JustTheNews,E,A,1,,0,0.0,0.7055722864
1475,T4,595911,"A Colombian illegal alien was charged with the rape of a minor in Massachusetts. Due to the city being a sanctuary city, he was released by local authorities despite ICE’s request to hold him. 

He's back in federal custody. 

Democrats destroy everything they touch or try to.",KamVTV,F,A,1,,0,0.0,0.7470442025
1476,T4,569569,"The mayor of New York City is STILL blaming Texas for the chaos caused by illegal aliens in his sanctuary city.

Guess who secretly approved sending 33,000 illegals there? Find out below… https://t.co/m56RXzUW2N",KamVTV,O,A,1,,1,,0.8532575701
1477,T3,1532757,"Most illegals crossing into Texas “seeking asylum,” which is at a record high of 10,000 a day, are individual males. 

The Tucson sector is seeing individual males with no families and children as well.",KamVTV,E,A,1,,0,0.0,0.9143066632
1478,T4,532254,"The immigrant population has surpassed 51.4 million people in February

The total foreign-born population has grown by 6.4 million since Joe Biden took office—larger than the population of 33 states.

 https://t.co/zpmDAkd9f0",KamVTV,T,A,0,,0,1.0,0.8510120165
1479,T3,1506537,A memo from 2022 released shows Biden’s admin plan for the mass release of migrants into the United States once Title 42 expired. How they planned to release the migrants/illegals into the country.,KamVTV,E,A,1,,0,0.0,0.7533066071
1480,T4,136671,How did this happen with all that wonderful immigration?,kausmickey,O,A,0,,1,,0.1006616064
1481,T3,1541278,Biden admin to allow for the release of migrants into the U.S. with no way to track them  https://t.co/wxHn6Idt5j via @nbcnews,kausmickey,E,A,1,,0,0.0,0.6422719834
1482,T4,418739,"The immigrant surge has denied the lowest paid American workers the expected full benefits (eg higher wages,  better income position relative to affluent, jobs for marginal workers like ex-cons) of a tight labor market.",kausmickey,E,A,1,,0,0.0,0.6750374124
1483,T4,251174,"""The post-pandemic labor crunch gave workers their first gains in  decades—yet the labor shortage was met with the worst-policed southern  border in U.S. history. The Biden administration released millions of illegal immigrants into  the country, and they had the exact impact on the economy you might  have expected, filling jobs and halting the gains of working-class  Americans in their tracks.""",kausmickey,E,A,1,,0,0.0,0.8796350248
1484,T4,698098,".@Punchbowl on Dems' plan to finesse the immigration issue in Nov.. Same old policies (""increasing border enforcement funding, comprehensive immigration reform [amnesty]"") plus blame for killing Lankford bill. https://t.co/fNkcU1NgzH",kausmickey,T,A,1,,0,1.0,0.5979212547
1485,T2,1364061,"@marylap64233025 @POTUS We do and did.
Joe wants to fix this. He needs our help.
Call, write, visit and tell your representatives what you need.
Reform The filibuster or Kill it.
Voters Rights - Campaign Finance / Ethics Reform.
Build Back Better.
Immigration-DACA,""path to"".
And On.",KeithBu83058454,O,P,1,,1,,0.3752490774
1486,T2,1304991,"@BuranGeoff @lenmyho @nycnftm @POTUS No, it will not-ID is required. Yes, reduced times and places to vote. No, we are responsible for our vote. No, illegal immigrants can not vote. registering would cause their deportation.
Although, New York may be considering this, for local issues.",KeithBu83058454,O,I,1,,1,,0.643555461
1487,T4,141446,"@CenterlineAmer The two party's have come together on immigration at least twice only to have someone say ,""I Filibuster"", and with out a further word, it is killed.
Reform The Fuilibuster !
Voters Rights !
Please Vote Blue !",KeithBu83058454,O,P,1,,1,,0.4144616585
1488,T2,1364358,"@BuranGeoff @lenmyho @nycnftm @POTUS Immigration is not a new problem. DACA, immigration needs to be addressed with labor laws that give these people a voice. I love Unions.
Four years of total control, Republicans Failed.
Let's get at this Democrats. 
Had bipartisan legislation, killed by the filibuster.",KeithBu83058454,O,P,1,,1,,0.5900954227
1489,T2,1284114,"@LMooney15235681 @GOPChairwoman True , however they were not seeking asylum. 
Those wishing to clam asylum had a court to hear them.
Where can people be heard at the southern boarder.
My point was resources were in place. 
Where are the resources at the southern boarder ?
A wall now being built by Texas ?",KeithBu83058454,E,P,1,,0,0.0,0.4565105246
1490,T2,1364058,"@HunterJCullen @sharonflink @AP HELL YEA !!
Voters Rights
Build Back Better
Immigration / DACA
Stiden Loans...",KeithBu83058454,T,P,1,,0,1.0,0.4815981741
1491,T2,1451250,"@AlwynPrincel @Marty_Shannon @TomCottonAR Their ""block"" doesn't matter, here are some things that do though.

1. ""Illegals"" won't be able to vote in NYC Local Elections.  They have to be LEGAL US Residents.

2. It's not unprecedented, and used to be the norm.",kittenhawk1,T,A,1,,0,1.0,0.5698714225
1492,T4,518253,@HollywoodDan @Laf20181 @mitchellvii @MarkHamill So you want to create the DHS Disinformation Governance Board to counter those telling immigrants the wrong way of doing it?,kittenhawk1,O,A,1,,1,,0.5179903336
1493,T3,1560594,"@33Dae33 @energydad9965 @dorisberriz @artistminer @amuse DACA Recipients are legally in the US, as per... DACA.  They can legally go to school, they can legally work, and they are protected from Deportation.  They are tax-paying US Residents, not ""illegals.""",kittenhawk1,T,P,1,,0,1.0,0.6830895718
1494,T4,97743,"@RepKeithSelf Thanks for letting us know that you put propaganda over democracy.

If you cared about securing our border, you'd be pushing for immigration court funding.",kittenhawk1,O,A,1,,1,,0.4808484526
1495,T4,712298,"@HollywoodDan @Laf20181 @mitchellvii @MarkHamill You're not, because you're attributing something to democrats which isn't in the democratic party platform.

Democrats aren't ""for an open border"" because we don't have one. Democrats are for immigration reform, which isn't the same thing.",kittenhawk1,E,P,1,,0,0.0,0.5514172043
1496,T4,334643,"@dorisberriz @RealHickory You're going way outside the box now.

Yes, America is a country of immigrants, but the phrase ""America First"" isn't about that, it's very anti-immigration.",kittenhawk1,O,U,1,Context unclear,1,,0.5086942556
1497,T4,207331,"@dorisberriz @BillMelugin_ @JennieSTaer Immigrants and US-born Men Without Any College Education, With or without a High School education 1940-2019 https://t.co/mNPqJ9K1Tf",kittenhawk1,T,P,1,,0,1.0,0.5735903988
1498,T4,704218,"@KimWexlerMAJD It makes much more sense to fund the immigration courts to reduce the backlog and pass immigration reform so that we do a better job of filtering asylum requests at the start, as only about 15% are being granted. https://t.co/lPXE4lVoql",kittenhawk1,O,P,1,,1,,0.8259708825
1499,T4,702682,@insatiablevine Congress needs to fund the immigration courts and pass immigration reform.,kittenhawk1,O,P,1,,1,,0.6929170976
1500,T3,1580679,"@energydad9965 @SenatorSinema Title 8 is a comprehensive set of US laws dealing with border security and immigration.  Title 42 is a tiny temporary hold on border traffic that can be put in place by the Surgeon General until pandemic measures can be implemented.

There's a world of difference.",kittenhawk1,T,U,1,,0,1.0,0.7065853035
1501,T2,1239048,"@jackjones1776 @RepTenney New York Post is a tabloid. Read the article. It's about asylum seekers. So legal immigrants. And no, legal immigrants don't have a choice, they have to get vaccinated to be approved.",kittenhawk1,E,P,1,,0,0.0,0.6202769927
1502,T4,702958,"@KimWexlerMAJD I think that we should step back and do it wisely and do more with less money, yes.  

I'd much rather pay a lower amount to address immigration reform and immigration courts than pay a much larger amount to build tons of new prisons.  

I oppose wasteful government spending.",kittenhawk1,O,A,1,Una coded the stance as Pro-immigration,1,,0.594181471
1503,T4,653842,Labor’s deportation bill will only create an endless roundabout between immigration detention and prison | Sanmati Verma and Laura John | The Guardian https://t.co/up6GZ3uzHY,Kon__K,O,I,0,,1,,0.5148121129
1504,T2,1300141,"There’s no one seeking asylum who wants to walk through this door behind me. They don’t want to come to @ASRC1 asking for food/aid. They want to stand on their own 2 feet but the Morrison Gov forces them into poverty. Help us do what they refuse to, donate https://t.co/DiB8kpJdWX https://t.co/9JglLzEkrU",Kon__K,O,P,0,,1,,0.5125847397
1505,T4,809293,"‘A great heart’: Sydney’s Ahmadiyya Muslim community mourn Faraz Tahir, killed in Bondi knife attack while protecting others from harm, on his first day on the job. Had recently come to Australia as a refugee. Devastating.  https://t.co/08FT6DYuhW",Kon__K,T,A,0,,0,1.0,0.494898588
1506,T4,652104,Help stop Gov Entry Ban &amp; Deportation Bill (similar to Trumps Muslim Ban Bill) It would ban refugees from entry to Australia from dozens of countries &amp; allow refugees to be sent back to places where they could face death. Join on zoom Thursday to call MPs👉🏼https://t.co/gwDtqubxV7 https://t.co/YHgNHLsFtg,Kon__K,O,P,0,,1,,0.7750441817
1507,T2,1300204,"The @ASRC1 are so proud of our partnership with @RMIT and how it is transforming the futures of people seeking asylum. 

An RMIT University project is giving asylum seekers a chance to transform their lives https://t.co/h4rOertZB5 via @SBSNews",Kon__K,T,P,0,,0,1.0,0.4115808916
1508,T4,655604,"The Government needs to know that Australians reject its Entry Ban and Deportation Bill, before it goes to a vote in the Senate. Join the @ASRC1 calling party this Thursday to help #StopTheBill. 

https://t.co/gwDtqubxV7 https://t.co/K9I1r3xN84",Kon__K,T,P,0,,0,1.0,0.3578491385
1509,T2,1243882,"Here are 10 ways your support of the Asylum Seeker Resource Centre actually made the lives of people seeking asylum better in 2021. From the bottom of my heart, thank you 💕 https://t.co/RFx0goys8Q",Kon__K,O,P,0,,1,,0.3551322125
1510,T2,1278293,I want to lose my job. I want to put the Asylum Seeker Resource Centre out of business and close it’s doors. That’s when I know we’ve truly succeeded. Help me achieve this as quick as possible by donating to us today: https://t.co/DiB8kpJdWX https://t.co/5GVJY1GPA7,Kon__K,O,A,0,,1,,0.2878447575
1511,T2,1466661,"19,000 illegals were arrested along the southwest border in the first 8 days of 2022.
 
New year, same border crisis.",Lancegooden,E,P,0,,0,0.0,0.9124885658
1512,T4,533751,"Break immigration laws, storm the border, assault National Guard troops, and get released from jail.

Illegal immigrants are above the law in Joe Biden's America.

President Trump can’t come back soon enough!",Lancegooden,O,A,1,,1,,0.6436328448
1513,T4,190602,"The NGO that is encouraging illegal aliens to vote for Joe Biden is linked to Alejandro Mayorkas.

Now we know why Mayorkas refuses to enforce federal immigration law.

Mayorkas is doing the bidding of the open borders lobby, and that's why the Senate must convict him!",Lancegooden,E,A,1,,0,0.0,0.6299400905
1514,T3,1570279,"New York City.
Chicago.
Washington, DC.

Get ready for more illegal immigrants. 

Don't blame Republicans, blame the invasion at the border that Joe Biden allowed to happen.",Lancegooden,E,A,1,,0,0.0,0.5762952956
1515,T2,1285772,"Democrats will mandate the vaccine on 5-year olds before adult illegal immigrants.

Let that sink in for a moment.",Lancegooden,E,A,1,,0,0.0,0.7013804415
1516,T4,85951,"@ThisWeekABC @jonkarl .@RepMcCaul 
""Open Border Mike"" now stands solidly in favor of the U.S./Mexico slave trade, in favor of bountiful fentanyl, with the pedophiles preying on the 400,000 ""unaccompanied minors"", with @potus @joebiden inviting in hundreds if not THOUSANDS of terrorists into America.",larry4000,F,A,1,,0,0.0,0.7625851623
1517,T3,1512154,"@ThisWeekABC @MayorOfLA 
Since L.A. has lost 90,000 people to emigration to red states, shouldn't here be ABUNDANT housing available to take care of the homeless?",larry4000,O,A,1,,1,,0.786375425
1518,T4,143598,"@ThisWeekABC ...""unhoused"" AMERICANS because the 10 million illegal immigrants, sex slaves, drug dealers &amp; terrorists @potus @joebiden invited into America are now sleeping in Manhattan high rises, elementary and high schools, various public buildings and spaces rented by local governments.",larry4000,F,A,1,"10 million encounter was supported by homeland.house.gov, but those are not all illegal immigrants. Many are asylum seekers, legal crossings too. ",0,0.0,0.7965733817
1519,T4,564578,"@TheAndersPaul @politicalwilli So why aren't Republicans going to @fedex copy centers, printing up 100,000 ballots, going to a ""sanctuary city"" like Athens, hiring an illegal to deliver ballots to @GwinnettGov?

Clearly @GaSecofState would NEVER complain about such a practice.",larry4000,E,A,1,,0,0.0,0.6857255853
1520,T4,569673,"@DailyMail California and Los Angeles FINALLY achieving the goals of their ""SANCTUARY CITY/STATE"" policies.",larry4000,O,U,1,Mia coded the stance as Unsure,1,,0.5674583719
1521,T2,1319156,"Tucked behind the boarded-up buildings of this small city's struggling main drag is an arsenal of innovation that Mayor Rey León calls the Green Raiteros. 

It has put Huron on the map as perhaps the greenest migrant farmworker community in the country.

https://t.co/aNdQfFzWwA https://t.co/Fjqgrrw5aj",latimes,T,P,1,,0,1.0,0.4911147196
1522,T4,17288,Opinion: The immigration system can bend toward justice. One Orange County man's case shows how (via @latimesopinion ) https://t.co/go78PbQQ1j,latimes,O,P,1,,1,,0.5065390791
1523,T3,1517739,"Beginning Friday, Biden administration plans to offer some migrants a chance to voluntarily return to Mexico.

If they accept voluntary return, migrants can apply for legal entry into the U.S. if they have a financial sponsor &amp; can pass security checks.

https://t.co/KWs4EyJTCP",latimes,T,U,1,Article report,0,1.0,0.7813654807
1524,T2,1194341,"Fearing for their lives, Mexicans fled a gang-ruled town. Now they seek political asylum in California https://t.co/isMxpemaXu",latimes,T,P,1,,0,1.0,0.672432084
1525,T3,1512020,"Asylum seekers from as far as China and Africa wait for hours daily at this desolate spot near the Cocopah Indian Reservation and Somerton, Ariz.

https://t.co/B65EVtDKgx",latimes,T,P,1,,0,1.0,0.4350784124
1526,T4,107372,"@NewstalkFM And remember folks, immigration has no impact on resources",LaurenceTheBird,O,P,0,,1,,0.6413808774
1527,T4,41317,"Immigration is NOT a human right nor any other kind of right.
I really think you need to be heading home son and helping your own community because it seems you have some very interesting ideas. #Repatriate",LaurenceTheBird,O,A,1,,1,,0.2914608803
1528,T2,1261972,You seem to be confusing economic migration with asylum seeking.,LaurenceTheBird,O,U,1,,1,,0.3756872857
1529,T4,166081,This naive immigrant presumes a level of familiarity with Northern folk to which he is not entitled. He seems to think everyone loves him because he is an African with a put-on Dublin accent. There was a similarly naive man called Nairic several years ago....,LaurenceTheBird,O,A,0,,1,,0.3669097709
1530,T2,1261381,"You really don’t seem to understand the difference between #EconomicMigrants and #AsylumSeekers. If someone comes here to work, they apply for a visa. If someone comes here for asylum, they are guests of the nation until their case is heard and the facts verified.",LaurenceTheBird,T,P,1,,0,1.0,0.1030564424
1531,T4,215713,She called Mayor Brandon Johnson out and put his ass on front street. People are tired of the double standard. If you can help the illegals help your taxpayers and stop the dumb sh$t.,lavern_spicer,O,A,1,,1,,0.6203629897
1532,T4,165655,"Let me see if I got this shit right:

If I just give Mr. Senile Ass Joe Biden 4 more years, i can have:

More open border traffic.

Unlimited illegals. 

More protest marches for Hamas.

More psycho trans women doing whatever the fuck they wanna do.

And all I have to do is vote for it?

Fuck That Noise.

I ain’t crazy.

I’m voting for MR. DONALD J. TRUMP so I can get some sanity back!",lavern_spicer,O,A,1,,1,,0.4403823882
1533,T4,89012,"Dear Hillary Clinton:

You need to shut right the fuck up about what Donald Trump will do when he’s president.

We already know.

WE HAD 4 YEARS OF HIM ALREADY.

But we also know what Biden DID DO when he was president:

He opened our border.
He started and funded wars.
He put illegals into everybody’s lives.
He made crime skyrocket by doing that.

And his senile ass will continue to do all that for the next 4 years.

So please BITCH!

Crawl back down into your hellhole and resume being irrelevant.

America told you to go fuck yourself in 2016.

Why the fuck didn't you listen?",lavern_spicer,E,A,1,,0,0.0,0.4914054812
1534,T4,356589,"illegal immigrants are one of the largest population issues taking place at the border. I don't know where they are declining for years at, but damn sure, it isn't here in the USA.",lavern_spicer,O,A,1,,1,,0.7219944346
1535,T2,1244702,"This Communist Pope says “no country can exempt itself from the obligation to take in migrants"".

Let him prove that by opening Vatican City to widespread immigration.

Surprised that homie didn't pick the name Pope Karl.",lavern_spicer,T,A,1,,0,1.0,0.6483534264
1536,T2,1430096,"Djokovic has won the battle, but might still lose the war!'

Journalist Paul Karp says the Australian immigration minister could use a separate power to personally cancel Novak Djokovic's visa which could have serious knock-on impacts on the tennis star.

@NickFerrariLBC https://t.co/LGpVCPjJPx",LBC,O,A,0,,1,,0.6141438457
1537,T3,1547233,"She sounded like a really pleasant bigot - a racist!'

@ShelaghFogarty hears from these passionate callers with conflicting opinions on the integration of migrants in the UK. https://t.co/p4DzY3dLWF",LBC,O,P,0,,1,,0.4375963418
1538,T3,1523590,"Two teens have been jailed for life for murdering an Afghan refugee in west London in a case of mistaken gang identity, after his family fled the Taliban when his father was killed
https://t.co/Z2puiZy0Pc",LBC,T,U,0,,0,1.0,0.693884653
1539,T4,607532,"""£8million a day to house asylum seekers in hotels...could've built a processing centre by now."" 

@Matthew_Wright previews the Rwanda bill debate as it is set to return for voting in Parliament tomorrow, with Rishi Sunak saying 'we must get it through'. https://t.co/xKHxo8Rbml",LBC,E,A,0,,0,0.0,0.6453196665
1540,T2,1309046,"I will compliment you on the widest spread of different issues without data to back them up.'

@Matthew_Wright was taken aback by this caller, who listed reasons why Indian immigrants 'are a good thing' for the UK. https://t.co/SHIdiss0xi",LBC,O,U,0,Mia coded the stance as Pro-immigration,1,,0.4996922888
1541,T4,821271,"@JimMurp77852985 @liberal_party swamp English Canada with more refugees , illegals and people on  visitors visa s who decide to stay and steal jobs from Canadian students",leighgt,E,A,0,,0,0.0,0.6931460536
1542,T4,217398,"Would you like to see a breakdown of the colour and religion Trudeau gov't has admitted to Canada since first elected. We have gone from 15,000 refugees his first year to 130,000 a year today. Plus illegals us family reunification. Most to English Cd",leighgt,F,A,0,"I checked refugee number in Canada by year. not one year has 150,000",0,0.0,0.8863269936
1543,T4,204991,"Is this the result of federal Liberal apprenticeship program. Paying $10,000 for each new employee including immigrants,$5000 for each white Cdn male",leighgt,F,A,1,,0,0.0,0.8202746741
