origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes
T2,1281069,1.47263E+18,@LeftBehindPoet @David19531501 @wanderer_bolton @condimentset @brianbloop2 @JohnRya13591294 @denislewin2021 @Satoshi2k21 @EuOutta @Roblev0 @ConraddKonnrad @HWick_Chris @susan04071 @Gazza41 @Davidmetroland @Jimbo12449841 @thegrimbarian @AlabamaHoshea @Chris_not_a_bot @BrunoTheBridge @1971JimboJ1 @The_Leaver @AndrewGarside3 @markwh2001 @GeorReader @resiguru @CarlsbadCharlie @UndercoverDane @BlamesJinds @Mindedmusically @fan_vor @afewpoints @freedfromthest1 @DigbyPink @Ciolfilicious1 @Ztx294 @kmtildsley @NPurpleline @Stilllearning90 @LabLostHeHe @lionandfox6773 @DavidNZUK @Swen_2017 @gbtully @SofiaGo11505363 @AlbertoRyman @CoastCorado @viv_cooper @GeoffreyKeey @Ella_von_T Feance is attacking no ine with migrants. A stupid comment.,Sun Dec 19 17:59:55 +0000 2021,Martin020455,12/19/21,,,,
T2,1105713,1.47797E+18,@AlabamaHoshea @denislewin2021 @AlbertoRyman @AndrewKnight226 @Claesson_Kate @ConraddKonnrad @LeftBehindPoet @David19531501 @brianbloop2 @The_Leaver @Begentle50 @Nicoledso @from_hackney @GeorReader @cybremike7 @tit_twatter @RandyKite @TheGhos72578902 @IainColledge @Satoshi2k21 @LordOfFreedom2 @wanderer_bolton @resiguru @thegrimbarian @UndercoverDane @1971JimboJ1 @afewpoints @Stilllearning90 @QuislingT @ShegorReador @fan_vor @Peter14306722 @LabLostHeHe @Mindedmusically @condimentset @BlamesJinds @AndrewGarside3 @NewforestStock @Swen_2017 @EuOutta @JamesNathan_333 @susan04071 @JohnRya13591294 @Roblev0 @Number1Dad1 @E8Powell @powellrailway @Roger_Powell79 @RogerPowell8 @ApproachSense Crap. There is a blue card system similar to the green card in the States. The people you refer to can apply.,Mon Jan 03 12:04:58 +0000 2022,Martin020455,1/3/22,,,,
T2,1280285,1.47265E+18,Afghan Taliban leaders appeal for help as migrant crisis looms https://t.co/YzyicgZcbv via @YahooNews,Sun Dec 19 19:42:06 +0000 2021,MaryJan28337231,12/19/21,,,,
T3,1579319,1.65572E+18,A Refugee From Another Time Gets an Eviction Notice https://t.co/kUZjHmIGNc via @YahooNews So cruel,Tue May 09 00:01:20 +0000 2023,MaryJan28337231,5/8/23,,,,
T4,719772,1.78115E+18,Marjorie Taylor Greene Wants a Space Laser to Stop Migrants https://t.co/1bBJjwiY1O via @thedailybeast,Fri Apr 19 02:38:13 +0000 2024,MaryJan28337231,4/18/24,,,,
T4,153903,1.78184E+18,Fox News Anchor Reminds GOP Senator That Trump Killed His Border Deal https://t.co/wqlqKJyewJ via @YahooNews,Sun Apr 21 00:31:13 +0000 2024,MaryJan28337231,4/20/24,,,,
T4,5252,1.78219E+18,Over thousand trucks wait at Polish border: Border situation update https://t.co/XnFlUjVQtj,Sun Apr 21 23:22:59 +0000 2024,MaryJan28337231,4/21/24,,,,
T2,1172724,1.47657E+18,"How many illegal immigrants has the Pope allowed to live in Vatican City?  

Pope Francis: Saint Joseph Was a ‘Persecuted and Courageous Migrant’ https://t.co/8OOpPcXPkR via @BreitbartNews",Thu Dec 30 15:16:44 +0000 2021,MichaelC0717,12/30/21,,,,
T4,590831,1.78206E+18,"Denver is drowning in debt, cutting services to citizens to accommodate criminal invaders and NOW will spend $30M of taxpayer dollars for stagehands. WTF @DenverCityGov 

Facing a migrant crisis and $45M in cuts, Denver looking to spend $30M on stagehands https://t.co/nOhdPPj3yH",Sun Apr 21 14:43:54 +0000 2024,MichaelC0717,4/21/24,,,,
T4,426162,1.77661E+18,"Vote Dem and here are the results. Insulting to American citizens especially conservatives who didn't vote for this atrocity. But remember to pay those taxes. @COHouseDem @jaredpolis @mayor

Illegal Immigrants Are Now Showing Up In the CBO Payroll Report  https://t.co/bfvqh3i467",Sat Apr 06 14:14:37 +0000 2024,MichaelC0717,4/6/24,,,,
T2,1290308,1.4784E+18,"How much of this ""infection"" was brought to us by illegal immigrants pouring into our country?",Tue Jan 04 16:20:47 +0000 2022,MichaelC0717,1/4/22,,,,
T4,609461,1.7748E+18,"""Go to NYC"".  Denver doesn't like what its Dem leadership shilled for: woke, virtue signaling, sanctuary city status. Dems ruin everything. @jaredpolis @MikeJohnstonCO 

A Top Denver Official Was Caught Telling Illegal Aliens Something That Isn't Shocking https://t.co/LeQM0x9yGD",Mon Apr 01 14:02:56 +0000 2024,MichaelC0717,4/1/24,,,,
T2,1290778,1.47225E+18,"""Supporting migrants with employment skills for securing jobs in various sectors in the UK.""

Let us know what you want to say this #InternationalMigrantsDay2021 by replying to this tweet! #MyDayMySay https://t.co/jazTEgLydf",Sat Dec 18 17:00:02 +0000 2021,MigrantVoiceUK,12/18/21,,,,
T2,1238595,1.47401E+18,"""Migrant Voice: Successes in a difficult year""

Read our director @NazekRamadan's reflections on what Migrant Voice has achieved during a challenging year like no other.⬇️ #MigrantVoices

https://t.co/MquaF9KOc4 https://t.co/VhvBOaItNa",Thu Dec 23 13:33:36 +0000 2021,MigrantVoiceUK,12/23/21,,,,
T2,1152789,1.47756E+18,Kudos to the excellent @RKWinvisibleman for the many important articles he did in 2021 including #MigrantVoices with sensitivity &amp; professionalism. Especially ongoing work with #InternationalStudents @ToeicV &amp; many other #migrant issues. Check this thread! #SpeakingTruthToPower,Sun Jan 02 08:58:07 +0000 2022,MigrantVoiceUK,1/2/22,,,,
T3,1541047,1.65624E+18,"This is not what the British people want. The British people are overwhelmingly supportive of providing protection for asylum seekers. They do not want to see people abandoned, and have their lives put at risk, by cruel performative policies. 6/
https://t.co/zCyggdL9w9",Wed May 10 09:58:44 +0000 2023,MigrantVoiceUK,5/10/23,,,,
T2,1166189,1.47688E+18,"""One small migrant-led organisation can change lives, shift policy. It can help, challenge, inform, educate, support, and promote solidarity and equity.""

@EventsNelson reflects on Migrant Voice's work over the past year.

Read his article here: https://t.co/Tbvn1bH42h https://t.co/JY9tvH71dt",Fri Dec 31 11:30:00 +0000 2021,MigrantVoiceUK,12/31/21,,,,
T2,1262884,1.47944E+18,"The #BordersBill punishes people with agency who try to get themselves and their families out of danger instead of waiting indefinitely in horrific conditions in refugee camps. 

It fails to encompass basic respect for human rights.

We oppose this Bill! #RefugeesWelcome https://t.co/OPhNq4oNC3",Fri Jan 07 13:18:00 +0000 2022,MigrantVoiceUK,1/7/22,,,,
T2,1373025,1.47948E+18,"Are you a migrant in the UK? 
We want to hear from you!
Has #Brexit or #COVID19 affected your plans to stay put, migrate or repatriate? Take the survey https://t.co/RVx2rhVqiW  as part of the
@_migzen_  project we're partners on https://t.co/8DDM1cGvTp",Fri Jan 07 15:30:29 +0000 2022,MigrantVoiceUK,1/7/22,,,,
T2,1278225,1.47268E+18,"We must unite in solidarity against the draconian and inhumane #NationalityAndBordersBill which demonises and targets people of migrant heritage in the UK, attempting to deprive citizenship, asylum and sanctuary. These are our human rights! #BordersBill 

[📷 Photos: Steve Eason] https://t.co/5XTKYTxOXI",Sun Dec 19 21:40:18 +0000 2021,MigrantVoiceUK,12/19/21,,,,
T3,1541048,1.65624E+18,"For countries where no routes at all exist, such as Sudan, it would deny all those fleeing war and persecution the ability to seek asylum in the UK, a country where many already have strong ties which help provide them with a feeling of safety. 5/",Wed May 10 09:58:32 +0000 2023,MigrantVoiceUK,5/10/23,,,,
T3,1543933,1.65288E+18,@CYNDI_ROSE__ @thehill Sanctuary city.. lmao,Mon May 01 03:44:57 +0000 2023,MikeDiaz285,4/30/23,,,,
T4,503811,1.77536E+18,@shirleymarcha17 @FarWestTex @jillbls @tedcruz So you don't like immigrants? lol,Wed Apr 03 03:23:58 +0000 2024,MikeDiaz285,4/2/24,,,,
T3,1494206,1.65634E+18,@alexconserv I agree with you on the deportation numbers.,Wed May 10 17:04:33 +0000 2023,MikeDiaz285,5/10/23,,,,
T3,1583529,1.65638E+18,@JesseKellyDC Hispanics support hardline immigration policies in Texas. We want safe communities and not overcrowded hospitals and schools.,Wed May 10 19:20:33 +0000 2023,MikeDiaz285,5/10/23,,,,
T2,1373365,1.47005E+18,@AnyGivenDay22 @SalMoanella1 @FoxworthFor14 You guys can try and we will just hand your asses to you. Ted is the strongest fighter against illegal immigration in the Senate. The last administration tried to give you DACA Amnesty..,Sun Dec 12 15:26:37 +0000 2021,MikeDiaz285,12/12/21,,,,
T2,1233499,1.47416E+18,@ACSquadrista @BockyMark @Fabsy1 @Godnose @earlenemay @JohnCleese He was proven wrong the moment the 1971 Immigration act ended free movement for all but ( predominantly white) EU migrants.  7/7 could have been avoided simply by not invading Iraq for no reason. No more to do with migration than Irish or far- right terrorism.,Thu Dec 23 23:27:06 +0000 2021,Mongrelbite,12/23/21,,,,
T4,292987,1.78104E+18,@Crusaiderpatri1 You'd never encounter an illegal migrant.,Thu Apr 18 19:11:29 +0000 2024,Mongrelbite,4/18/24,,,,
T2,1098386,1.47925E+18,"@AlphaGoII1 @Resist_dwp @greyraven20 @Hannster6 @Hobbehod1 @AlMaximoff @BoardAnglo @FaradaysGhost @RitchieBlaine1 @Fabsy1 @Cockwomblethro1 @AtRowena @thedoginalog @factode305 @GeneralTwattery @GrapesDoSmirk @altchiefgoyberg @AlfTupper5 @An_EnglishGent @OldSport87 @WhiteStag15 @goaterisgod @MarkKEL52178050 @EirikIvanov @goy_another @Zundelist4 @dave_brandrick @BritonNative @DawnieBrowning @ProfuselyB @moonagedaydre16 @CheddarMan12 @PipeDownItsLaz @titania_fishpig @bret_walda @StingingMan @fin_gerz9 @catster6 @roofingandcladd @ACPSquadron @mcogseternal @lauraFWG @TiberiumFuture @ForestSoph @ChrisHE82339687 @CheddarMan17 @Vincent68702296 @MattHen62242427 @Pria50406779 @duke_ofthe Which migrants are responsible for selling off council houses and restricting councils ability to replace them? Which BAME removed the cap on private rents.  Why is their a housing crisis in the countryside where there are feckall migrants?

I'm all ears.",Fri Jan 07 00:33:30 +0000 2022,Mongrelbite,1/6/22,,,,
T2,1193450,1.48024E+18,"@greyraven20 @Cockwomblethro1 @Hobbehod1 @MarkKEL52178050 @goaterisgod @Hannster6 @Resist_dwp @AlMaximoff @BoardAnglo @FaradaysGhost @RitchieBlaine1 @Fabsy1 @AtRowena @thedoginalog @factode305 @GeneralTwattery @GrapesDoSmirk @altchiefgoyberg @AlfTupper5 @AlphaGoII1 @An_EnglishGent @OldSport87 @WhiteStag15 @EirikIvanov @goy_another @Zundelist4 @dave_brandrick @BritonNative @DawnieBrowning @ProfuselyB @moonagedaydre16 @CheddarMan12 @PipeDownItsLaz @titania_fishpig @bret_walda @StingingMan @fin_gerz9 @catster6 @roofingandcladd @ACPSquadron @mcogseternal @lauraFWG @TiberiumFuture @ForestSoph @ChrisHE82339687 @CheddarMan17 @Vincent68702296 @MattHen62242427 @Pria50406779 @duke_ofthe The only people with 'racial hatred of Euros' were the idiots who for voted Brexit, coz immigrants.",Sun Jan 09 18:23:08 +0000 2022,Mongrelbite,1/9/22,,,,
T4,719076,1.78091E+18,"@Llanigirl2024 @brown12008 Try harder.
Evidence suggests just 55 homes for homeless, at risk of homelessness ,Afghan and Ukrainian refugees. That scheme's entirely separate to the Council Stock Increase programme and other homes rented under normal rules.
https://t.co/E6yQv41RNa
https://t.co/SERWwaIq9r",Thu Apr 18 11:02:10 +0000 2024,Mongrelbite,4/18/24,,,,
T2,1187325,1.47593E+18,"@AlphaGoII1 @Fabsy1 @MarkKEL52178050 @Hannster6 @xpijonypsy @Pady_oFurniture @EirikIvanov @goaterisgod @Resist_dwp @GeneralTwattery @BockyMark @thedoginalog @robert112368 @BoardAnglo @Cockwomblethro1 @FaradaysGhost @ProfuselyB @moonagedaydre16 @AlMaximoff @CheddarMan12 @PipeDownItsLaz @titania_fishpig @bret_walda @StingingMan @fin_gerz9 @catster6 @roofingandcladd @ACPSquadron @OldSport87 @mcogseternal @lauraFWG @TiberiumFuture @ForestSoph @ChrisHE82339687 @CheddarMan17 @Vincent68702296 @MattHen62242427 @Pria50406779 @duke_ofthe @RatingsWord @gotancient @vamroses @Orlomov @JimmyDavies99 @Fifi_le_Fuq @ADL The answer to that dilemma is resting in your right hand.

Nothing to do with migrants or black people.",Tue Dec 28 20:34:13 +0000 2021,Mongrelbite,12/28/21,,,,
T2,1202740,1.47541E+18,"@AlphaGoII1 @WhiteStag15 @Fabsy1 @RitchieBlaine1 @GeneralTwattery @goaterisgod @MarkKEL52178050 @BockyMark @AtRowena @DawnieBrowning @EirikIvanov @FaradaysGhost @thedoginalog @BoardAnglo @ProfuselyB @moonagedaydre16 @Resist_dwp @AlMaximoff @CheddarMan12 @PipeDownItsLaz @titania_fishpig @bret_walda @StingingMan @fin_gerz9 @catster6 @roofingandcladd @ACPSquadron @OldSport87 @mcogseternal @lauraFWG @TiberiumFuture @ForestSoph @ChrisHE82339687 @CheddarMan17 @Vincent68702296 @MattHen62242427 @Pria50406779 @duke_ofthe @RatingsWord @gotancient @vamroses @Orlomov @JimmyDavies99 @Fifi_le_Fuq @ADL Developed in Germany to be precise, hence they are a migrant people.",Mon Dec 27 10:19:00 +0000 2021,Mongrelbite,12/27/21,,,,
T3,1510925,1.65583E+18,"@The_TrickyTree @ItimUTLR @OllytheG @sergeantdixie @71Season Have you never heard of the illegal deportations of black British subjects and others by the Home Office?

https://t.co/6k4IMpfDlo

https://t.co/clbCrTahjY

https://t.co/qiLZdssPcY",Tue May 09 07:04:18 +0000 2023,Mongrelbite,5/9/23,,,,
T2,1200183,1.47548E+18,"@WhiteStag15 @GeneralTwattery @AlphaGoII1 @thedoginalog @MarkKEL52178050 @RitchieBlaine1 @BoardAnglo @goaterisgod @BockyMark @AtRowena @Fabsy1 @DawnieBrowning @EirikIvanov @FaradaysGhost @ProfuselyB @moonagedaydre16 @Resist_dwp @AlMaximoff @CheddarMan12 @PipeDownItsLaz @titania_fishpig @bret_walda @StingingMan @fin_gerz9 @catster6 @roofingandcladd @ACPSquadron @OldSport87 @mcogseternal @lauraFWG @TiberiumFuture @ForestSoph @ChrisHE82339687 @CheddarMan17 @Vincent68702296 @MattHen62242427 @Pria50406779 @duke_ofthe @RatingsWord @gotancient @vamroses @Orlomov @JimmyDavies99 @Fifi_le_Fuq @ADL All children, not just English ones need protection from all nonces, not just migrants. It really sounds as if you don't mind if English people rape babies.",Mon Dec 27 14:58:24 +0000 2021,Mongrelbite,12/27/21,,,,
T2,1096411,1.47932E+18,"@AlphaGoII1 @greyraven20 @Hobbehod1 @Hannster6 @AlMaximoff @BoardAnglo @Resist_dwp @FaradaysGhost @RitchieBlaine1 @Fabsy1 @Cockwomblethro1 @AtRowena @thedoginalog @factode305 @GeneralTwattery @GrapesDoSmirk @altchiefgoyberg @AlfTupper5 @An_EnglishGent @OldSport87 @WhiteStag15 @goaterisgod @MarkKEL52178050 @EirikIvanov @goy_another @Zundelist4 @dave_brandrick @BritonNative @DawnieBrowning @ProfuselyB @moonagedaydre16 @CheddarMan12 @PipeDownItsLaz @titania_fishpig @bret_walda @StingingMan @fin_gerz9 @catster6 @roofingandcladd @ACPSquadron @mcogseternal @lauraFWG @TiberiumFuture @ForestSoph @ChrisHE82339687 @CheddarMan17 @Vincent68702296 @MattHen62242427 @Pria50406779 @duke_ofthe The homeland of the English is Germany. There also a fair number of colonies left. And don't forget, most so-called migrants are born here and some have roots here going back to the 16th -17th C Sorry your logic dictates the removal of the most likely males to commit noncery,",Fri Jan 07 05:26:21 +0000 2022,Mongrelbite,1/6/22,,,,
T2,1324113,1.48032E+18,"@altchiefgoyberg @Hobbehod1 @MarkKEL52178050 @greyraven20 @FaradaysGhost @ACSquadrista @thedoginalog @Fabsy1 @AlphaGoII1 @RitchieBlaine1 @AtRowena @flabsy90 @Resist_dwp @GeneralTwattery @factode305 @GrapesDoSmirk @AlfTupper5 @An_EnglishGent @OldSport87 @WhiteStag15 @goaterisgod @EirikIvanov @goy_another @Zundelist4 @dave_brandrick @BritonNative @DawnieBrowning @BoardAnglo @ProfuselyB @moonagedaydre16 @AlMaximoff @CheddarMan12 @PipeDownItsLaz @titania_fishpig @bret_walda @StingingMan @fin_gerz9 @catster6 @roofingandcladd @ACPSquadron @mcogseternal @lauraFWG @TiberiumFuture @ForestSoph @ChrisHE82339687 @CheddarMan17 @Vincent68702296 @MattHen62242427 @Pria50406779 @duke_ofthe Bollocks, per terms set out under the government a migrant &amp; partner must usually have a combined income of at least £18,600 a year, more if they have kids, and money to support themselves without public funds. Drain on public service? My arse .

https://t.co/HxPk82fJ4W",Sun Jan 09 23:38:35 +0000 2022,Mongrelbite,1/9/22,,,,
T2,1116072,1.47868E+18,"@AlphaGoII1 @RitchieBlaine1 @GrapesDoSmirk @Hobbehod1 @altchiefgoyberg @greyraven20 @AlfTupper5 @thedoginalog @Fabsy1 @GeneralTwattery @An_EnglishGent @OldSport87 @WhiteStag15 @goaterisgod @Resist_dwp @MarkKEL52178050 @EirikIvanov @AtRowena @goy_another @Zundelist4 @dave_brandrick @BritonNative @DawnieBrowning @FaradaysGhost @BoardAnglo @ProfuselyB @moonagedaydre16 @AlMaximoff @CheddarMan12 @PipeDownItsLaz @titania_fishpig @bret_walda @StingingMan @fin_gerz9 @catster6 @roofingandcladd @ACPSquadron @mcogseternal @lauraFWG @TiberiumFuture @ForestSoph @ChrisHE82339687 @CheddarMan17 @Vincent68702296 @MattHen62242427 @Pria50406779 @duke_ofthe @RatingsWord @gotancient @vamroses Migration-watch are profession immigration whingers, now looking for a purpose as free movement has vanished. Still haven't explained why a racist would be annoyed by the massive presence of more white people.",Wed Jan 05 10:34:51 +0000 2022,Mongrelbite,1/5/22,,,,
T2,1182424,1.47617E+18,@BritonNative @Fabsy1 @GeneralTwattery @MarkKEL52178050 @WhiteStag15 @RitchieBlaine1 @goaterisgod @BockyMark @AtRowena @DawnieBrowning @AlphaGoII1 @EirikIvanov @FaradaysGhost @thedoginalog @BoardAnglo @ProfuselyB @moonagedaydre16 @Resist_dwp @AlMaximoff @CheddarMan12 @PipeDownItsLaz @titania_fishpig @bret_walda @StingingMan @fin_gerz9 @catster6 @roofingandcladd @ACPSquadron @OldSport87 @mcogseternal @lauraFWG @TiberiumFuture @ForestSoph @ChrisHE82339687 @CheddarMan17 @Vincent68702296 @MattHen62242427 @Pria50406779 @duke_ofthe @RatingsWord @gotancient @vamroses @Orlomov @JimmyDavies99 @Fifi_le_Fuq @ADL Nice to see that you Saxon migrants have assimilated so well that you think you own the place.,Wed Dec 29 12:26:09 +0000 2021,Mongrelbite,12/29/21,,,,
T4,604131,1.78194E+18,@Peterminto1 @littlepaddbear @1stuartpowell @RishiSunak An anti-migrant islamophobe doesn't know how he became involved in a conversation with a racist. https://t.co/GzqfEbolFE,Sun Apr 21 06:59:29 +0000 2024,Mongrelbite,4/20/24,,,,
T2,1341661,1.47583E+18,"Northern republicanism misses that the Republic is a vehicle for the expression of the rights and wishes of Irish people, and that includes those who wd once have been unionists. Does Irish society have hard questions to ask &amp; answer about housing and emigration, though? It does.",Tue Dec 28 14:03:29 +0000 2021,Muinchille,12/28/21,,,,
T3,1501885,1.65268E+18,"@georgebernhard @CorkBuachaill @tomthegrinch The resulting mass emigration, vigorously encouraged by our own friendly local Liberals with their workhouses and penal labour schemes, then placed nearly the whole of that extraordinary military resource in the hands of pluralist America. A fantastic transfer of power.",Sun Apr 30 14:04:31 +0000 2023,Muinchille,4/30/23,,,,
T3,1521330,1.64576E+18,"@judi_sutherland Emigration was a tide in Irish life that began in the 1750s, turned into a flood in the 1850s and is still going. All of Dev's and then Lemass's economic policies were directed at stemming that tide, by providing industrial employment in Ireland.",Tue Apr 11 12:09:55 +0000 2023,Muinchille,4/11/23,,,,
T2,1339879,1.47744E+18,"@bigmal1690 @JoelKeysNI @BeattieDoug Delighted to hear it; there are some in Irish society for whom emigration is a handy ""safety valve"", and their hands are far too quick on the switch (&amp; they're in government, right now). So the question is how to make loyalist communities resilient against that.",Sun Jan 02 00:41:29 +0000 2022,Muinchille,1/1/22,,,,
T3,1521455,1.64576E+18,"@geof24 If you've done emigration, you'll know that once someone establishes a connection to a given institution, more flow in via that connection. You'll probably find that a hospital in Stevenage hired one doctor from the Caribbean in the 40s, and the others followed.",Tue Apr 11 12:07:51 +0000 2023,Muinchille,4/11/23,,,,
T2,1214769,1.47492E+18,"At least 13 people died after a migrant boat capsized in the Aegean Sea late Friday, bringing to at least 27 the combined death toll from three accidents in as many days involving migrant boats in Greek waters. https://t.co/WbWlNeGfzg",Sun Dec 26 01:40:06 +0000 2021,NBCNews,12/25/21,,,,
T2,1324653,1.47986E+18,Novak Djokovic lawyers file court documents in deportation challenge that report he contracted Covid last month. https://t.co/97MezmQze0,Sat Jan 08 16:41:06 +0000 2022,NBCNews,1/8/22,,,,
T2,1138850,1.47815E+18,"Criminal groups are targeting U.S. Latino families who have posted about missing migrant relatives who disappeared at the border, extorting money and sending them false, doctored pictures. https://t.co/KZyF7hj4JP",Tue Jan 04 00:00:12 +0000 2022,NBCNews,1/3/22,,,,
T4,484245,1.77563E+18,"At a campaign event on Tuesday, former President Trump said that he had spoken to the family of Ruby Garcia, a woman who was allegedly murdered by an undocumented immigrant.

But Garcia's sister said Trump didn't speak with anyone from the family. https://t.co/Ixjfh4OI26",Wed Apr 03 20:45:24 +0000 2024,NBCNews,4/3/24,,,,
T2,1327504,1.48029E+18,"Novak Djokovic's stay in a hotel used to house asylum seekers shines a spotlight on Australia’s immigration system.

“I wish Mr. Djokovic can be our voice and talk about us,” one asylum seeker detained at the hotel says. https://t.co/unG8t5PnOH",Sun Jan 09 21:40:04 +0000 2022,NBCNews,1/9/22,,,,
T2,1236078,1.47407E+18,"EXCLUSIVE: Jaeson Jones displays footage of migrants breaking into the southern border and resisting arrest after being seized by law enforcement  on Thursday's ""National Report."" https://t.co/XkCoUs1NsN",Thu Dec 23 17:39:03 +0000 2021,NEWSMAX,12/23/21,,,,
T2,1419778,1.48051E+18,JUST IN: World tennis number one Novak Djokovic was released from Australian immigration detention on Monday after winning a court challenge to remain in the country to pursue his bid for a record 21st Grand Slam title at the upcoming Australian Open. https://t.co/werGX36SsI,Mon Jan 10 12:07:26 +0000 2022,NEWSMAX,1/10/22,,,,
T3,1526763,1.65633E+18,"President Joe Biden's administration on Thursday will begin denying asylum to migrants who show up at the U.S.-Mexico border without first applying online or seeking protection in a country they passed through , according to a new rule released Wednesday. https://t.co/plGcnvnZh8",Wed May 10 16:10:01 +0000 2023,NEWSMAX,5/10/23,,,,
T4,1044784,1.78088E+18,Tech billionaire Elon Musk sounded off on social media about the number of illegal immigrants that have entered the United States during President Joe Biden's administration. https://t.co/f3j0I7BkF0,Thu Apr 18 09:00:05 +0000 2024,NEWSMAX,4/18/24,,,,
T2,1270893,1.47302E+18,"Sen. Ted Cruz again called on President Joe Biden to ""secure our border"" after authorities apprehended a Saudi Arabian migrant linked to terrorists. https://t.co/2J98XbM0AT",Mon Dec 20 20:09:00 +0000 2021,NEWSMAX,12/20/21,,,,
T4,625267,1.78174E+18,"A large crowd of migrants forced the cancellation of a high school soccer game in East Harlem, N.Y., after they refused to leave the playing field, according to a report. https://t.co/v1v2QYF0Tp https://t.co/ceFCuBOFkI",Sat Apr 20 17:45:04 +0000 2024,NEWSMAX,4/20/24,,,,
T4,391447,1.77714E+18,"Gov. Greg Abbott: ""The person who is actually using illegal immigrants as political pawns is Joe Biden."" https://t.co/JdwADqwi0c",Mon Apr 08 01:00:01 +0000 2024,NEWSMAX,4/7/24,,,,
T4,578817,1.78213E+18,"The passing of a tireless advocate for #refugees, Sheppie Abramowitz: ""Mrs. Abramowitz leveraged her Washington connections on behalf of refugees from Kosovo to Cambodia, working the phone and crisscrossing the Hill to rally support for displaced people."" https://t.co/aZVqG58seM",Sun Apr 21 19:24:55 +0000 2024,NFAPResearch,4/21/24,,,,
T2,1105403,1.47805E+18,"Will #Dreamers and Green Card applicants get relief? “For Joe Biden’s #immigration legacy, enacting reforms in a reconciliation bill is the difference between an NFL team winning the Super Bowl &amp; the team not even making the playoffs.” @ALT_uscis @erikbry https://t.co/CVLloqhi9a",Mon Jan 03 17:23:52 +0000 2022,NFAPResearch,1/3/22,,,,
T3,1524696,1.6556E+18,"“Border Patrol historical data show increased enforcement unlikely to be effective in reducing illegal entry, but new pathways to enter and work legally, along with economic &amp; demographic changes, are likely to succeed.” @ALT_uscis @ReichlinMelnick @m_clem https://t.co/73V0NMvP9b",Mon May 08 15:42:19 +0000 2023,NFAPResearch,5/8/23,,,,
T4,8395,1.78213E+18,"From @GlennKesslerWP: ""2 + 2 does not equal 5. Undocumented immigrants improve the health of  Social Security and Medicare by paying payroll taxes without receiving  benefits.""  https://t.co/rLTuQ54ztG",Sun Apr 21 19:29:14 +0000 2024,NFAPResearch,4/21/24,,,,
T2,1284015,1.47917E+18,"Dec. 2020: “Sen. Ted Cruz blocked a bill to provide immigration relief and #refugee status for Hong Kong residents fearing persecution…Cruz alleged the bill could lead to spies infiltrating America, a charge that…blocked Jewish refugees in the 1930s.” 
https://t.co/OOvwpauYsl",Thu Jan 06 19:18:52 +0000 2022,NFAPResearch,1/6/22,,,,
T2,1257673,1.47345E+18,"Over 160 migrants en route to Europe have drowned off the coast of Libya in two different shipwrecks
https://t.co/Ph6CrMKcPI",Wed Dec 22 00:31:04 +0000 2021,NYDailyNews,12/21/21,,,,
T3,1581804,1.65639E+18,"Federal COVID emergency ends Thurs., May 11
What will change — and what won’t

Programs and policies: public health, data collecting, treatment and vaccine cost, travel rules, food assistance, immigration, restrictions and more @TheresaBraine @snarkyamber
https://t.co/6eTZT5RryF",Wed May 10 20:21:35 +0000 2023,NYDailyNews,5/10/23,,,,
T3,1533634,1.65635E+18,"Over 29,000 migrants are in border patrol custody ahead of the sunset of Title 42 — the COVID-related order that the U.S. used to expel more than 2.8 million migrants to purportedly slow the spread.

“Beyond catastrophic… unsustainable.”
https://t.co/4qeR7jPYTy",Wed May 10 17:22:02 +0000 2023,NYDailyNews,5/10/23,,,,
T2,1299593,1.47808E+18,"Heroic immigrant, Brooklyn nanny, Arcellie “Celi” Muschamp, 52 — who was struck by a truck as she pushed a 1-year-old boy to safety — has died

“My wife and I will forever consider her the guardian angel of our son Rowan...”

No charges immediately filed.
https://t.co/DurQiKgzCe",Mon Jan 03 18:45:50 +0000 2022,NYDailyNews,1/3/22,,,,
T3,1532897,1.6563E+18,"New York City’s plan to send migrants upstate hits snag in light of judge blocking Rockland County hotel from housing asylum seekers

Mayor Adams wanted to transport about 30 migrants to live at the Armoni Inn and Suites
https://t.co/hO3NTi7rcs",Wed May 10 14:12:05 +0000 2023,NYDailyNews,5/10/23,,,,
T4,398469,1.77704E+18,"Immigrants make up 73% of farmworkers.

Got food? Thank an immigrant.",Sun Apr 07 18:16:01 +0000 2024,NatImmForum,4/7/24,,,,
T2,1306893,1.47077E+18,"We need a functioning, humane asylum system.

MPP isn't part of it. https://t.co/hp49shiSFB",Tue Dec 14 14:52:02 +0000 2021,NatImmForum,12/14/21,,,,
T2,1245215,1.47414E+18,"“Every person and every family who approaches the border has a story, has dignity and has the right to seek asylum."" https://t.co/DuKWa8yicK",Thu Dec 23 22:17:00 +0000 2021,NatImmForum,12/23/21,,,,
T4,700768,1.77734E+18,📣38 years is far too long to be waiting for immigration reform. It’s time for Congress to act.,Mon Apr 08 14:37:01 +0000 2024,NatImmForum,4/8/24,,,,
T2,1330183,1.48019E+18,"Our asylum system is so, so broken. https://t.co/HrzX4NlTuZ",Sun Jan 09 14:39:00 +0000 2022,NatImmForum,1/9/22,,,,
