origin,Unnamed: 0,text,author.userName,misinformation,stance,isUSRelated,notes,opinion_label,true_label
T4,564578,"@TheAndersPaul @politicalwilli So why aren't Republicans going to @fedex copy centers, printing up 100,000 ballots, going to a ""sanctuary city"" like Athens, hiring an illegal to deliver ballots to @GwinnettGov?

Clearly @GaSecofState would NEVER complain about such a practice.",larry4000,E,A,1,,0,0
T4,569673,"@DailyMail California and Los Angeles FINALLY achieving the goals of their ""SANCTUARY CITY/STATE"" policies.",larry4000,O,U,1,Mia coded the stance as Unsure,1,
T2,1319156,"Tucked behind the boarded-up buildings of this small city's struggling main drag is an arsenal of innovation that Mayor Rey León calls the Green Raiteros. 

It has put Huron on the map as perhaps the greenest migrant farmworker community in the country.

https://t.co/aNdQfFzWwA https://t.co/Fjqgrrw5aj",latimes,T,P,1,,0,1
T4,17288,Opinion: The immigration system can bend toward justice. One Orange County man's case shows how (via @latimesopinion ) https://t.co/go78PbQQ1j,latimes,O,P,1,,1,
T3,1517739,"Beginning Friday, Biden administration plans to offer some migrants a chance to voluntarily return to Mexico.

If they accept voluntary return, migrants can apply for legal entry into the U.S. if they have a financial sponsor &amp; can pass security checks.

https://t.co/KWs4EyJTCP",latimes,T,U,1,Article report,0,1
T2,1194341,"Fearing for their lives, Mexicans fled a gang-ruled town. Now they seek political asylum in California https://t.co/isMxpemaXu",latimes,T,P,1,,0,1
T3,1512020,"Asylum seekers from as far as China and Africa wait for hours daily at this desolate spot near the Cocopah Indian Reservation and Somerton, Ariz.

https://t.co/B65EVtDKgx",latimes,T,P,1,,0,1
T4,107372,"@NewstalkFM And remember folks, immigration has no impact on resources",LaurenceTheBird,O,P,0,,1,
T4,41317,"Immigration is NOT a human right nor any other kind of right.
I really think you need to be heading home son and helping your own community because it seems you have some very interesting ideas. #Repatriate",LaurenceTheBird,O,A,1,,1,
T2,1261972,You seem to be confusing economic migration with asylum seeking.,LaurenceTheBird,O,U,1,,1,
T4,166081,This naive immigrant presumes a level of familiarity with Northern folk to which he is not entitled. He seems to think everyone loves him because he is an African with a put-on Dublin accent. There was a similarly naive man called Nairic several years ago....,LaurenceTheBird,O,A,0,,1,
T2,1261381,"You really don’t seem to understand the difference between #EconomicMigrants and #AsylumSeekers. If someone comes here to work, they apply for a visa. If someone comes here for asylum, they are guests of the nation until their case is heard and the facts verified.",LaurenceTheBird,T,P,1,,0,1
T4,215713,She called Mayor Brandon Johnson out and put his ass on front street. People are tired of the double standard. If you can help the illegals help your taxpayers and stop the dumb sh$t.,lavern_spicer,O,A,1,,1,
T4,165655,"Let me see if I got this shit right:

If I just give Mr. Senile Ass Joe Biden 4 more years, i can have:

More open border traffic.

Unlimited illegals. 

More protest marches for Hamas.

More psycho trans women doing whatever the fuck they wanna do.

And all I have to do is vote for it?

Fuck That Noise.

I ain’t crazy.

I’m voting for MR. DONALD J. TRUMP so I can get some sanity back!",lavern_spicer,O,A,1,,1,
T4,89012,"Dear Hillary Clinton:

You need to shut right the fuck up about what Donald Trump will do when he’s president.

We already know.

WE HAD 4 YEARS OF HIM ALREADY.

But we also know what Biden DID DO when he was president:

He opened our border.
He started and funded wars.
He put illegals into everybody’s lives.
He made crime skyrocket by doing that.

And his senile ass will continue to do all that for the next 4 years.

So please BITCH!

Crawl back down into your hellhole and resume being irrelevant.

America told you to go fuck yourself in 2016.

Why the fuck didn't you listen?",lavern_spicer,E,A,1,,0,0
T4,356589,"illegal immigrants are one of the largest population issues taking place at the border. I don't know where they are declining for years at, but damn sure, it isn't here in the USA.",lavern_spicer,O,A,1,,1,
T2,1244702,"This Communist Pope says “no country can exempt itself from the obligation to take in migrants"".

Let him prove that by opening Vatican City to widespread immigration.

Surprised that homie didn't pick the name Pope Karl.",lavern_spicer,T,A,1,,0,1
T2,1430096,"Djokovic has won the battle, but might still lose the war!'

Journalist Paul Karp says the Australian immigration minister could use a separate power to personally cancel Novak Djokovic's visa which could have serious knock-on impacts on the tennis star.

@NickFerrariLBC https://t.co/LGpVCPjJPx",LBC,O,A,0,,1,
T3,1547233,"She sounded like a really pleasant bigot - a racist!'

@ShelaghFogarty hears from these passionate callers with conflicting opinions on the integration of migrants in the UK. https://t.co/p4DzY3dLWF",LBC,O,P,0,,1,
T3,1523590,"Two teens have been jailed for life for murdering an Afghan refugee in west London in a case of mistaken gang identity, after his family fled the Taliban when his father was killed
https://t.co/Z2puiZy0Pc",LBC,T,U,0,,0,1
T4,607532,"""£8million a day to house asylum seekers in hotels...could've built a processing centre by now."" 

@Matthew_Wright previews the Rwanda bill debate as it is set to return for voting in Parliament tomorrow, with Rishi Sunak saying 'we must get it through'. https://t.co/xKHxo8Rbml",LBC,E,A,0,,0,0
T2,1309046,"I will compliment you on the widest spread of different issues without data to back them up.'

@Matthew_Wright was taken aback by this caller, who listed reasons why Indian immigrants 'are a good thing' for the UK. https://t.co/SHIdiss0xi",LBC,O,U,0,Mia coded the stance as Pro-immigration,1,
T4,821271,"@JimMurp77852985 @liberal_party swamp English Canada with more refugees , illegals and people on  visitors visa s who decide to stay and steal jobs from Canadian students",leighgt,E,A,0,,0,0
T4,217398,"Would you like to see a breakdown of the colour and religion Trudeau gov't has admitted to Canada since first elected. We have gone from 15,000 refugees his first year to 130,000 a year today. Plus illegals us family reunification. Most to English Cd",leighgt,F,A,0,"I checked refugee number in Canada by year. not one year has 150,000",0,0
T4,204991,"Is this the result of federal Liberal apprenticeship program. Paying $10,000 for each new employee including immigrants,$5000 for each white Cdn male",leighgt,F,A,1,,0,0
T4,423501,"@JohnArthurRyan When people say we are all immigrants the battle is lost. Its like saying there is no such thing as a Canadian  or American,.",leighgt,O,A,1,,1,
T2,1186056,@Domenic_Toronto IMHO lockdowns were nothing but a way for feds to get Cdns to sell their jobs to economic migrants through Cerb.,leighgt,O,A,0,,1,
T2,1466180,"@MSANNCOOPER @GBNEWS They're  flooding into every western country.  Canada population 38 million. India 1.5billion, China 1.5 billion. 2 countries out of 50 Asian countries. 3 billion. Then there's africa over 1billion. These are the areas we have mass immigration from",leighgt,O,A,0,,1,
T2,1415222,@hardyrenos Immigration was record highs for decades,leighgt,T,U,0,"The tweet states a fact about immigration levels without expressing any specific approval, disapproval, or call to action. It does not provide enough context to determine whether the stance is pro-immigration or anti-immigration.",0,1
T4,269778,@AlbertaLeonidas Non profits given money to find apts for immigrants competing directly with Cdns .,leighgt,E,A,0,,0,0
T4,309006,@AnitaAnandMP @cafreeland @SeanFraserMP @PamDamoff Non white Canadians and immigrants prioritized for subsidized housing. Illegals  before Cdns,leighgt,E,A,0,,0,0
T4,325320,@JustinTrudeau Pouring hundreds of thousands of refugees and illegals into English Canada every year and prioritizing them for subsidized housing over cdns,leighgt,E,A,0,,0,0
T4,227230,@prettypatriotCA There is a full scale attack on white Canadians by this gov't. Massive immigration at same time cities are prioritizing housing subsidies for illegals and immigrants. Our labour minister labour policies are nothing but anti white programs.,leighgt,O,A,0,,1,
T4,23594,@prettypatriotCA @SeamusORegan @SaskOpenDoor Trolling the ethnic voting enclaves Liberals have been setting up in English Canada for decades. Seamus visits immigrant community in English speaking Canada. The immigrant message not popular in Qc,leighgt,O,P,1,,1,
T4,16345,@JimMcMurtry01 Look at European communities where rape has increased with immigration . Look at Rotherham England. All victims white girls,leighgt,E,A,0,,0,0
T4,267684,"If you're white! Do you care if people call you racist, bigot, xenophobe? Just had someone call me a bigot for saying immigrants are prioritized over poor whites",leighgt,O,A,1,,1,
T4,455649,@JustinTrudeau Keep adding immigrants doesn't help,leighgt,O,A,1,,1,
T4,731833,It used to be a 2yr plus sentence would mean deportation so judges made sure the sentence never means deportation.,leighgt,T,P,1,,0,1
T4,265953,@JimMcMurtry01 Very few whites working in stores and restaurants now. Over 1.5 million immigrants a year. Most non white. Its replacement.  Seamus O is the most hateful anti white labour minister ever. Provincial counterparts are pro replacement too. There is no DEI in non white cpuntries,leighgt,E,A,0,,0,0
T4,295114,There's not one level of gov't in Cd.  that doesn't have as a  central theme to put poor white Canadians  behind immigrants for assistance. Agree?,leighgt,E,A,0,,0,0
T4,168737,@ICcrapdaily @GSawision @K4C @21bj42 @kpac_15 These high rise monstrosities are out of control. All over GTA but mostly in Toronto. This city is already a congested hole. Why do we allow Quebec elites in Ottawa to pour mass immigration here to insure Liberal ( Quebec) votes,leighgt,E,A,0,,0,0
T4,56355,"We have a PM and 12 Quebec cabinet ministers  from Quebec. They operate outside our constitution. They do not recognize separation of powers as outlined in BNA . They have control of money, communications, and immigration. We are under the rule of Quebec.",leighgt,NR,NR,NR,NR,0,
T4,471743,@PattyHajdu For immigrants,leighgt,O,P,1,,1,
T4,449757,@BensmanTodd I hope. I HOPE! That the American people aren't dumb enough to fall for this surreptitious stunt. He won't stop illegal immigrants from coming in for the good of American people but to fool us he will.,lemon_anderson,O,A,0,,1,
T2,1174051,@patiller @KennyHerbert2K @the_loyal_nine @thehill Nov. 2022 can't come soon enough. Bring some sanity to this woke insane asylum.,lemon_anderson,O,U,1,"The tweet criticizes the current state of affairs as ""woke"" and expresses a desire for change in the upcoming elections. However, it does not specifically address immigration or any other specific policy area",1,
T3,1512133,@JennieSTaer @DailyCaller What kind of sanctuary city can't handle 1% of the aliens El Paso has to.,lemon_anderson,E,A,1,,0,0
T4,498048,"""The prominent #CatholicCharities USA and its various related agencies, for example, while not among those operating south of the border alongside the United Nations, receive “tens of millions of dollars in federal subsidies to oversee illegal immigrant transportation” north of the Rio Grande and resettlement operations to various sanctuary cities inside of the US.""
#CatholicChurch
#Immigration
#BidenBorderBloodbath is using the church to import more Democrat voters to the US https://t.co/0XD7ShbsZ1",lemon_anderson,E,A,1,,0,0
T2,1290423,@patiller @mybasementgrow @the_loyal_nine @thehill Are you concerned about all the illegal immigrants coming across the border untested and unvaccinated? I haven't seen you mention this.,lemon_anderson,E,A,1,,0,0
T3,1502572,@Sidubois70 New Labour; Deportation Centres. Name them the country they get deported to.,LesTodd10,O,I,0,,1,
T3,1560791,@On_The_News_Ltd The houses of migrants aren't for the benefit of the people.,LesTodd10,O,A,0,,1,
T3,1490808,@dave24144975 TBF should be an immediate deportation; why a pamper prison?,LesTodd10,O,A,0,,1,
T3,1506510,@dave24144975 TBF rather see deportation its the one thing they want; to be in the UK; maybe to get dependant here. Should be; going home today. Prison should never be an option. They seem a breeding ground for terror cells. Biometrics; deportation costs us less. No benefits; no passport.,LesTodd10,O,A,0,,1,
T3,1498727,@dave24144975 So clearly intend to house them all for free. they never seem to get past processing. So none fail asylum. 99.9% seems to be failed asylum; so why no deportation? Gov are importing whole nations here; why?,LesTodd10,O,A,0,,1,
T3,1503266,@patsypixie2 We need to weed out folk who are against the UK. Maybe sack the person who gave them the title. Any Lords who wants illegal migrants here judge by what the seem to do to women. Isn't fit for the job. Also odd; gay folk aren't liked by folk we are importing; so why.,LesTodd10,E,A,0,,0,0
T2,1464461,@JimMFelton Doubt if any are refugees TBF; else why is all the countries gone though unsafe like EU? Most countries have tents but judges here say hotels required. Repatriation required; or lets make these places as hostile &amp; stop trading with them. Investigate why EU is hostile to.,LesTodd10,E,A,0,,0,0
T4,720754,@AllisonPearson TBF when we see Christianity use to stop deportation its a scam. Its not  what they fled; hence claim asylum. so should be deported. we shouldn't have to find a safe country for them; this is something they need ownership of. we only deport from the UK they should determine where,LesTodd10,O,A,0,,1,
T3,1526867,@mbga_uk We will accept them for asylum MP's and celebs will block deportation. Go figure.,LesTodd10,O,A,0,,1,
T2,1295634,@BBCWorld We are good at f'ing things; so maybe I see their concern. TBF just see we need Ukraine to become the new Calais to solve the migrants invasion.,LesTodd10,O,A,0,,1,
T4,687034,@benonwine Migrant stage 1.,LesTodd10,NR,NR,NR,NR,0,
T4,566334,@ukmedicx The same folk who block deportation; who go on to rape. hence causing the rapes? murders etc. all looking for a pay off gong. rape gongs? must be the worse kind of gong.,LesTodd10,O,A,0,,1,
T4,735990,@cholatera @DavidJoBrexit it should be relatively easy. everyone who enters UK waters are documented. no documents no entry period. it should be like a custom post.  no entry unless a valid reason for entry. asylum isn't one of them. care 4 calais etc banned from the UK.,LesTodd10,O,A,0,,1,
T2,1287411,@mrjamesob This lot join anything sounds; hell no. We are already a migrant camp of Calais. More likely another Gov sell off (or sell out). Seems why they want everyone from the EU. Also seems now a minority country.,LesTodd10,O,A,0,,1,
T4,733106,@cholatera to rid them of even more migrants? if you have them unemployed why would they want them. so would send them here; but know they would only be migrants.,LesTodd10,O,A,0,,1,
T3,1532987,@mbga_uk Border farce keep letting them in; wonder why they fight deportation. New passport every time they enter. CS rubber stamp company?,LesTodd10,F,A,1,not possible new passport every entry. Use judgement. ,0,0
T4,766168,@rodbishop15 The CoE is a lifestyle change. they did here; clearly to block deportation. the asylum should not be a lifestyle change. it should be at least no fault of your own. this is. choice to be persecuted? The UK isn't their home. so it will be I don't like labour; persecuted as Tory.,LesTodd10,O,A,0,,1,
T4,615332,@joanna_starz07 TBF think its; the Brits are tolerant; the migrants aren't so we will give them to the migrants. everybody will be happy.,LesTodd10,O,A,0,,1,
T3,1496604,@PeteNorth303 But if they commit crime you can't put them on the street when they leave. so instant house. Same NHS they don't put folk on the street; bed blocking maybe. All they want is to be here. deportation is the only thing they fight against. Want to stop them; deport all of them. Ban?,LesTodd10,E,A,0,,0,0
T4,158589,"@YorksRose_84 Mental health issues ?...if so should be sectioned, like anyone else non immigrant would be",LindaNi121202,O,A,0,,1,
T2,1126463,"The absurdity of this @Conservatives Government and its @ukhomeoffice unsustainable immigration debacle 👇. Genuine people vs freeloading fake "" refugees "" ""assylum"" seekers with thousands of pounds to pay illegal smuggling racketeers.",LindaNi121202,O,A,0,,1,
T2,1104370,"@ukhome @pritipatel the placing of ""asylum seekers"" in a town like Barrow in Furness is wrong. The town has it's own problems...Wrong wrong wrong @simonfell I know you agree and have objected. The Government doesn't care, it's winter what are they supposed to do. Has to Stop!",LindaNi121202,E,A,0,,0,0
T2,1099509,"@BorisJohnson why are you swanning about vaccine centres all this week. Every time I switch news on there you are  hands on hips mooching about round people being jabbed. 
Why dont you spend this time down on the South Coast looking at the ongoing problems with unwanted migrants",LindaNi121202,O,A,0,,1,
T3,1556360,"Why is this boy waving a foreign flag, presumably of the country of his birth from which he has fled because of persecution...WAKE UP @CarolineLucas @YvetteCooperMP @ukhomeoffice THEY ARE NOT REFUGEES They must be detained and returned regardless of any fairy stories.",LindaNi121202,E,A,0,,0,0
T4,593163,@ClownWorld_ Why don't white euros emigrate to Canada or the U.S. anymore?,localsdguy1,O,P,1,,1,
T4,376104,@WashTimes illegal immigrants taking jobs from legal immigrants?,localsdguy1,E,A,1,,0,0
T4,533298,"@Vltra_MK @laralogan I have 4 accounts, you're math might be off a little.  Also  immigrants can't vote, corp accounts, etc.. I'll guess 20M voters.",localsdguy1,F,A,1,,0,0
T2,1305627,@WashTimes Asylum offered?,localsdguy1,NR,NR,NR,NR,0,
T3,1540496,@NBCNews will a sanctuary city cooperate here?,localsdguy1,O,U,1,,1,
T4,634316,"@lisaocarroll @BexBitchley “Let them get Green Cards for the US like we did,” squeals the Prime Minature…",lolwestinghouse,O,P,1,,1,
T2,1450507,"@UB5simon The Dutch don't really *do* facemasks, nor take the virus seriously. My family there report that even in Doctor's surgeries, the staff are unmasked.

Many are also driving over the border into Belgium to continue shopping, dining out etc.

Oh, and the schools go back today too!",lolwestinghouse,T,U,0,The tweet does not express a clear stance for or against any particular policy or action.,0,1
T2,1364874,"@davesumnersmith #Djokovic 's arrest and planned deportation from Australia is like the best thing that's happened since #COVID arrived on the scene.

#GetVaccinated https://t.co/pF66o11Iaf",lolwestinghouse,T,U,0,,0,1
T3,1507322,"@AdamBienkov @GyllKing Where does #30pLee suggest we ""emigrate"" to?

Bearing in mind that #Brexit exterminated our right to live, trade, love and reside in 27 countries across Europe.",lolwestinghouse,E,P,0,,0,0
T2,1230679,"Expats - or economic migrants as @pritipatel would call them.
https://t.co/ueWtLQjCqM https://t.co/Oiquy6gG7p",lolwestinghouse,E,U,0,,0,0
T2,1209239,"@Jim_Jordan “ arrests”, “ detained”.. that proves the Republican lie. Republicans “ open border” lie is causing the surge. The truth is, we have exactly the same border security today we had under Trump",Lon86690798,E,I,1,,0,0
T4,7846,@SenTedCruz Where is Ted Cruz legislation that changes Asylum and Immigration laws? Abbott said he would secure Texas border. Why have Ted Cruz and Abbott failed Texas and America? Ted was a co-conspirator in Trumps attack on our Capital. Remove fascists who have hijacked the GOP.,Lon86690798,O,A,1,,1,
T3,1540900,"@tedcruz In decades, Ted has never legislated or funded border solutions. Human Traffickers use video of Ted Cruz saying we have “ open border” to recruit and exploit migrants. Ted has no solution to what is really a 150 year old problem. Stop blaming Biden.",Lon86690798,E,P,1,,0,0
T3,1528287,"@SenTedCruz Ted caused the surge with his “open border” lie. Ted has been in the Senate for years and never changed Asylum laws, never passed immigration reform, never stopped the flow of drugs. Ted has no solution, can’t legislate or fund any. So, he blames Biden for a 150 year old problem.",Lon86690798,T,P,1,,0,1
T2,1141173,"@8aularodriguez Republicans never passed a single piece of immigration legislation . Under longstanding law, it is currently LEGAL for a migrant to enter the country and request an asylum hearing. Republicans never changed that. We have exactly the same border security today we had under Trump.",Lon86690798,O,U,1,,1,
T2,1134142,"@FAIRImmigration @YouTube What do you want Biden to do? Cancel illegal immigration by caging  kids or stopping DACA?? Hold on, how about deporting all 12 millions. Because millions are coming #undocumentedfamilysponsorship.",loveamericatoom,O,A,1,,1,
T4,433447,"@gtinag_tina @ReichlinMelnick That said!! No one knows whether the SS has any restrictions! No one brings the card!! Only the number! So, the immigrants can start to build the credit or get hired if not asked for visa! BUT! If visa is not extended.. expired: No ID, NO US DL, No health insurance",loveamericatoom,O,I,1,,1,
T2,1203159,"@jeffdets Sorry, not true!! You really don’f understand the asylum laws",loveamericatoom,O,U,0,,1,
T3,1548680,"@RepDonaldsPress @WhiteHouse @PressSec LIES
US immigration law 1952 (communist era laws)
INA 208 makes it very clear that you don't have to apply for asylum at a port of entry, and you can apply even if you entered illegally.",loveamericatoom,T,A,1,,0,1
T3,1542648,"@SalilKulkarniMD @muhil_ravi Dreamers have/HAD zero legal paths... ONLY ONE DACA. She applied for Green Card, a PATH, that is available to all H1-B, but because her country where she is from, miraculously gets 75% of all visas there are, there aren't enough GC for one year 7% cup.",loveamericatoom,O,I,1,,1,
T4,433869,"@GregAbbott_TX Farm, construction, and all the low skill workers HAVE ZERO WAYS TO GET A GREEN CARD!! Ask legal immigrants from India that wait 100 years for GC. 

https://t.co/g9cLfSduL7",loveamericatoom,O,I,1,,1,
T2,1395355,"@MarshaBlackburn Hello Missy!! 50% come legally! The terrorists entered legally!! Let’s create underground population so we can blame immigrants for taking our jobs, security, Covid... why immigration reform??",loveamericatoom,E,A,1,,0,0
T3,1585861,@David_J_Bier The US immigration system is a ticking bomb... it is not a question if but when.,loveamericatoom,E,A,1,,0,0
T2,1117591,"@FAIRImmigration @BreitbartNews BORDER Crossers and “ Illegal Aliens” and Unaccompanied border crosser and illegal aliens, and asylum seekers port of entry crossers  and asylum seeker without port of entry seekers and UNDOCUMENTED FAMILY REUNIFICATION bc Congress likes cheap labor.",loveamericatoom,E,A,1,,0,0
T4,388240,"@HegerRichard @David_J_Bier The immigration system is set up to one solution to all immigrants problems: deportation. I am sorry to tell you that you are following a liar, mamipulator and looks like Steve is doing a great job to fool people.",loveamericatoom,F,P,1,,0,0
T2,1400496,"@ReichlinMelnick Why immigration reform? We can make laws without it. But, when it comes to legalization, hands are tight.",loveamericatoom,T,A,1,,0,1
T4,654091,@HegerRichard @David_J_Bier How about you ask Ivana Trump too? Why do you think they got their Green Cards??? I can only guess. FREEDOM FROM INDENTURED SERVITUDE WORK VISAS THAT IS IMMOBILE AND TEMPORARY.,loveamericatoom,O,U,1,,1,
T3,1548809,"@GrahamAllen_1 INA 208 makes it very clear that you don't have to apply for asylum at a port of entry, and you can apply even if you entered illegally.",loveamericatoom,T,U,1,,0,1
T3,1498524,@RepMattGaetz Number of visas for low skill workers: 40K a YEAR with not privilege for Green Card/life in US. Asylum gives them that. https://t.co/SxKm3lCGxx,loveamericatoom,E,A,1,,0,0
T3,1496461,"@TomiLahren Isn't that why are they all here? Because we shut border for 2 years?
And with 40K indentured visas a year for low skill workers without Green Card eligibility, the odds are that they would die before they get. https://t.co/uiXZ75Q35D",loveamericatoom,E,U,1,,0,0
T3,1556420,"@StrongBordersTX @GregAbbott_TX Remember when Biden sent an immigration reform package on day one? And no one cared? Remember when Obama, Bush did it and no one cared? Well, problems don't fix on their own. Do they?
No visa for low skill workers with Green cards? Asylum gives them work permits and green cards https://t.co/IYjpNZNIMF",loveamericatoom,E,A,1,,0,0
T4,632876,"Failed asylum seeker, 40, who wore a sign saying 'migrants are not criminals' raped a 15-year-old girl after his deportation back to Africa was blocked by do-gooder cabin crew https://t.co/tROU2r6ss1 https://t.co/x497D8u6Vz",MailOnline,T,A,0,,0,1
T4,642406,Harry cuts business ties with UK: Prince lists US as primary residence for first time - calling into question role deputising for King - amid deportation calls over past drug use https://t.co/LA19ESNI5X https://t.co/fY4JkO9Edx,MailOnline,T,I,0,,0,1
T4,640823,Harry FINALLY cut ties with Britain: Exiled prince lists US as primary residence for first time - amid deportation fears over past drug use https://t.co/4SkwIkcEBk https://t.co/C5eWoJITx4,MailOnline,T,P,1,,0,1
T2,1142007,Britain 'gives up hope' of deal with France to stop migrant crossings https://t.co/7soeFY5KOb,MailOnline,T,A,0,,0,1
T4,737386,Chicago residents in MAGA hats tear into Democrat mayor for allotting $70million to migrants: 'We need the money more than they do!' https://t.co/7TkpDRnT8s https://t.co/5952JecnOT,MailOnline,T,A,1,,0,1
T2,1322493,Australian government LOSES bid to delay Novak Djokovic's deportation case by two days https://t.co/l0QHou5Aiw,MailOnline,T,U,0,,0,1
T2,1158052,"Over 2,000 child migrants who arrived in UK in past 4 years were victims of human trafficking, figures show https://t.co/2icZ27pu6a",MailOnline,T,U,0,,0,1
T4,737443,NYPD raid AOC's 'third world' district after shocking video showed trash-covered streets overrun by migrants running illegal 'flea market' - only for brazen vendors to return the next day https://t.co/pCJT7sK2qA https://t.co/lGJFPghZlH,MailOnline,T,A,1,,0,1
T2,1463774,Novak Djokovic's OUTRAGEOUS demands from immigration detention have been revealed https://t.co/k2JcR5W8qp,MailOnline,NR,NR,NR,NR,0,
T2,1287647,Justice Department Ends Settlement Talks With Migrant Families Separated at the Border https://t.co/OnV4cVRZOa,MarciaSessler,T,I,1,,0,1
T4,583420,End the 'sanctuary city' protection for illegal-migrant repeat perps https://t.co/dhh1cfhNMO via @nypost,MarciaSessler,O,A,1,,1,
T4,16704,Dem rages from House floor: 'The Ukrainian-Russian border is OUR border!' https://t.co/g8tx23C0K7 via @americanwire_,MarciaSessler,O,U,0,,1,
T2,1169480,Gateway To America: Southern Border Agents Report Illegal Migrants From 45  Different Countries Entering In Never-Ending Surge @PublishedReport https://t.co/lgkckkx1n7,MarciaSessler,T,A,1,,0,1
T4,586099,End the 'sanctuary city' protection for illegal-migrant repeat perps https://t.co/dhh1cfhNMO via @nypost,MarciaSessler,E,A,1,,0,0
T3,1549266,"@GlennLittle5 Only the religion of resettled refugees is tracked. But, yes, most Latin American immigrants are Catholic, though not as large a share as before, since Protestantism is spreading fast in a number of countries down there.",MarkSKrikorian,E,U,0,,0,0
T4,505347,"Feds say child pornographer exploited immigration system to smuggle in his victim https://t.co/RtsBOXzFiE ""a case that implicates President Biden’s more relaxed approach to illegal immigrant children."" Great vetting, fellas!",MarkSKrikorian,T,A,1,,0,1
T2,1413740,"If workers knew how much they could make elsewhere, even more would quit their jobs — and low-wage roles would be forced to pay more https://t.co/ZM8MV7c2Gf Solution: More immigration!",MarkSKrikorian,O,P,1,,1,
T2,1086558,Asylum Grant Rate in ‘Credible Fear’ Cases Fell in FY 2021; But so did denials; pandemic-related closures affected completions https://t.co/jPEHHoDdQc via @CIS_org,MarkSKrikorian,T,A,1,,0,1
T3,1562663,"""According to Castro, there are 10,000 migrants right now in the city of Tijuana and 5,000 in Mexicali who plan on going north of the border to seek asylum in the near future."" https://t.co/YZjW24P1f1",MarkSKrikorian,E,I,1,,0,0
T2,1440955,Harris comms chief apologizes for old anti-immigration tweets https://t.co/tT3HQ0O172 There was nothing wrong with the original tweets. This just shows how radicalized the Democratic party mainstream has become.,MarkSKrikorian,O,A,1,,1,
T4,600622,"U.S. Restarts Deportation Flights to Haiti https://t.co/NyvpJCiHQH Faster, please.",MarkSKrikorian,T,A,1,,0,1
T2,1187731,"Mexico Freed a Suspected Yemeni Terrorist Migrant – and Left Americans to Find Him

Suggests breakdown in cross-border coordination amid overwhelming mass-migration crisis

https://t.co/bqQ3Ya5bwc via @CIS_org",MarkSKrikorian,E,A,1,,0,0
T2,1150844,"Mexico asylum applications surge in 2021, Haitians top list https://t.co/aorOKlSDne This is as it should be, rather than passing thru Mexico to apply for asylum here.",MarkSKrikorian,T,A,1,,0,1
T3,1558776,"Biden admits migrant surge is ‘going to be chaotic’ when Title 42 ends https://t.co/MkoXLB5Kp7 What happened to ""it's just seasonal, happens every year""?",MarkSKrikorian,T,A,1,,0,1
T4,339515,"If colleges want access to federal funding, they need to abide by immigration law. 

My Enforcing Rule of Law on Campus Act will ensure our educational institutions play by the rules by withholding federal funding from schools that employ illegal immigrants.

@JxhnBxnder",MarshaBlackburn,O,A,1,,1,
T4,317560,"Under Mayorkas, hundreds of thousands of Americans have been poisoned with fentanyl by drug cartels and countless others victimized by illegals.

Disgraceful.",MarshaBlackburn,E,A,1,,0,0
T4,414761,"NY taxpayers are allegedly paying thousands to support the illegal immigrant crisis — $150K per migrant per year.

This is not sustainable. We need to secure the border.",MarshaBlackburn,E,A,1,,0,0
T2,1312945,When will Biden put American families before illegal immigrants?,MarshaBlackburn,O,A,1,,1,
T2,1119348,"Kamala Harris will tell you America is moving, but she couldn’t move herself to the southern border to see the illegal migration crisis unfold.

America is not moving under the Biden-Harris administration.",MarshaBlackburn,O,A,1,,1,
T2,1289979,@AlabamaHoshea @TheGhos72578902 @hairybadgerIDFK @1971JimboJ1 @Peter14306722 @Nicoledso @GeorReader @UndercoverDane @BlamesJinds @AndrewKnight226 @Claesson_Kate @somechewlip @Begentle50 @IainColledge @brianbloop2 @ConraddKonnrad @afewpoints @from_hackney @LeftBehindPoet @David19531501 @shepherd_wagner @denislewin2021 @The_Leaver @cybremike7 @tit_twatter @RandyKite @Satoshi2k21 @LordOfFreedom2 @wanderer_bolton @resiguru @thegrimbarian @Stilllearning90 @QuislingT @ShegorReador @fan_vor @LabLostHeHe @Mindedmusically @condimentset @AndrewGarside3 @NewforestStock @Swen_2017 @EuOutta @JamesNathan_333 @susan04071 @JohnRya13591294 @Roblev0 @Number1Dad1 @E8Powell @powellrailway @Roger_Powell79 Is he? That’s funny. In a former life he made a disparaging comment about immigrants in Coventry when talking about me coming from there. Lots of Asian/ Asian descent there. Maybe he meant Caribbean as there a lot of Jamaicans in Cov. He also doesn’t like refugees. He’s Scottish.,Martin020455,O,U,0,,1,
