,origin,Unnamed: 0,id,text,CreatedAt,author.userName,createdDate,misinformation,stance,isUSRelated,notes,cleaned_text
1354,T4,493320,1.77554e+18,"Every day, members of our community are becoming victims of criminal acts perpetrated by illegal immigrants who exploit Albany Democrats' ineffective bail reform.

This disastrous policy continues to allow violent & dangerous criminals back onto our streets.

It's time to secure our borders & end bail reform.",Wed Apr 03 15:18:56 +0000 2024,RepTenney,4/3/24,,,,,every day member community becoming victim criminal act perpetrated illegal immigrant exploit Albany Democrats ineffective bail reform disastrous policy continues allow violent dangerous criminal back onto street time secure border end bail reform
1355,T2,1472762,1.48026e+18,Progressives in Congress care more about spying on your bank account than securing our border.,Sun Jan 09 19:23:48 +0000 2022,RepTenney,1/9/22,,,,,progressive Congress care spying bank account securing border
1356,T4,495971,1.77552e+18,"Donald Trump called immigrants who were illegally in the United States ‘animals’ and ‘not human’ in a speech in Michigan, as he intensified his focus on border issues with incendiary rhetoric on his campaign trail https://t.co/5Civhpmn84 https://t.co/8ZZ5AXBFrT",Wed Apr 03 13:45:00 +0000 2024,Reuters,4/3/24,,,,,Donald Trump called immigrant illegally United States animal human speech Michigan intensified focus border issue incendiary rhetoric campaign trail
1357,T4,755183,1.78094e+18,UK's Rwanda asylum plan to be debated on April 22 https://t.co/MCFocJYC0h https://t.co/EDyETFxmcj,Thu Apr 18 12:45:49 +0000 2024,Reuters,4/18/24,,,,,UKs Rwanda asylum plan debated April
1358,T3,1553555,1.65147e+18,Australia proposed overhauling its immigration system to speed up getting highly skilled workers into the country and smoothening the path to permanent residency https://t.co/RxXwOLNVYn,Thu Apr 27 05:57:26 +0000 2023,Reuters,4/26/23,,,,,Australia proposed overhauling immigration system speed getting highly skilled worker country smoothening path permanent residency
1359,T2,1308106,1.47069e+18,"Hundreds of students and staff of the Afghanistan National Institute of Music and their relatives were granted asylum in Portugal, where they hope to settle and pursue their artistic dreams https://t.co/S0NZCpHNm3 https://t.co/kZBuBkvr0v",Tue Dec 14 09:45:00 +0000 2021,Reuters,12/14/21,,,,,hundred student staff Afghanistan National Institute Music relative granted asylum Portugal hope settle pursue artistic dream
1360,T2,1135311,1.47881e+18,UK targets scientific ways to determine asylum seekers' age https://t.co/yySw9xcgGr https://t.co/0XODzMUzEB,Wed Jan 05 19:10:21 +0000 2022,Reuters,1/5/22,,,,,UK target scientific way determine asylum seeker age
1361,T2,1166962,1.47686e+18,Charity boat with 440 migrants to dock in Italy https://t.co/2HRGlGqI8e https://t.co/9z3BMSiRmh,Fri Dec 31 10:35:16 +0000 2021,Reuters,12/31/21,,,,,Charity boat migrant dock Italy
1362,T2,1114425,1.47882e+18,U.S. sends 119 Cuban migrants home as growing number take to sea https://t.co/BCOXOE1QxL https://t.co/0XAOS7ZcXi,Wed Jan 05 20:05:50 +0000 2022,Reuters,1/5/22,,,,,YOUS sends Cuban migrant home growing number take sea
1363,T2,1475955,1.48022e+18,Canada resists pressure to drop vaccine mandate for cross-border truckers https://t.co/nvplHEUdCL https://t.co/gQuYCLcjOh,Sun Jan 09 17:00:14 +0000 2022,Reuters,1/9/22,,,,,Canada resists pressure drop vaccine mandate crossborder trucker
1364,T3,1579876,1.65612e+18,"US border agents in El Paso, Texas, urged hundreds of migrants amassing on city streets to surrender to authorities as illegal crossings rose in the run-up to the end of COVID border restrictions known as Title 42 later this week https://t.co/6F3xPGdCI4 https://t.co/q0gJ12oU5t",Wed May 10 02:00:05 +0000 2023,Reuters,5/9/23,,,,,u border agent El Paso Texas urged hundred migrant amassing city street surrender authority illegal crossing rose runup end COVID border restriction known title later week
1365,T2,1472818,1.47931e+18,World number one Novak Djokovic spent a second day in immigration detention in Australia as his lawyers battled to secure his release to play in the #AusOpen and be exempt from strict COVID-19 vaccination requirements https://t.co/S0xxiR2zSo https://t.co/HUY0Qh0dMO,Fri Jan 07 04:50:04 +0000 2022,Reuters,1/6/22,,,,,World number one Novak Djokovic spent second day immigration detention Australia lawyer battled secure release play AusOpen exempt strict COVID vaccination requirement
1366,T2,1268744,1.47938e+18,UN: Air strike kills three in Eritrean refugee camp in Ethiopia https://t.co/PnLwnVBXUI https://t.co/iLdC6ek6KZ,Fri Jan 07 08:55:22 +0000 2022,Reuters,1/7/22,,,,,UN Air strike kill three Eritrean refugee camp Ethiopia
1367,T4,500081,1.77546e+18,"Donald Trump called immigrants illegally in the United States ‘animals’ and spoke of chaos consuming America if he did not win the Nov. 5 presidential election, as he campaigned in Michigan and Wisconsin https://t.co/5Civhpmn84 https://t.co/INFfTQv4HT",Wed Apr 03 09:45:00 +0000 2024,Reuters,4/3/24,,,,,Donald Trump called immigrant illegally United States animal spoke chaos consuming America win November presidential election campaigned Michigan Wisconsin
1368,T2,1146248,1.47782e+18,UK officials expect deal on Channel migrant crisis after French election - The Times https://t.co/K2wzRbU2V6 https://t.co/itNGugjMX2,Mon Jan 03 01:40:07 +0000 2022,Reuters,1/2/22,,,,,uk official expect deal Channel migrant crisis french election Times
1369,T2,1138079,1.47816e+18,"4,400 migrants lost at sea bound for Spain in 2021, double previous year https://t.co/2CnMekUQyD https://t.co/ixvbKwSwax",Tue Jan 04 00:25:17 +0000 2022,Reuters,1/3/22,,,,,migrant lost sea bound Spain double previous year
1370,T2,1463652,1.4796e+18,"Fans of Serbian tennis star Novak Djokovic danced and waved the Serbian flag as a priest led prayers marking Orthodox Christmas, outside an Australian immigration hotel https://t.co/Ldaf2Eoi0q https://t.co/ZE3slttcOl",Fri Jan 07 23:45:00 +0000 2022,Reuters,1/7/22,,,,,fan serbian tennis star Novak Djokovic danced waved serbian flag priest led prayer marking Orthodox Christmas outside australian immigration hotel
1371,T2,1297134,1.47153e+18,"For refugees, migrants, asylum-seekers, as well as people afflicted by natural disasters or other events that put them out of reach of government help, COVAX created a Humanitarian Buffer – a last-resort reserve of shots to be administered by humanitarian groups 5/7 https://t.co/VUcaXaq9Fg",Thu Dec 16 17:01:11 +0000 2021,Reuters,12/16/21,,,,,refugee migrant asylumseekers well people afflicted natural disaster event put reach government help COVAX created humanitarian Buffer lastresort reserve shot administered humanitarian group
1372,T2,1087519,1.47885e+18,"Djokovic, the No. 1 tennis star in the world, was filing an injunction to prevent his deportation, the source said https://t.co/i1rGwBWpR0",Wed Jan 05 21:48:36 +0000 2022,Reuters,1/5/22,,,,,Djokovic No tennis star world filing injunction prevent deportation source said
1373,T2,1233988,1.47414e+18,"Nearly 150 murders and disappearances in connection with a land conflict have convulsed Honduras' Aguán Valley since 2008, when violence first intensified in that northern corner of the country. It has stoked a migrant flight to the U.S. https://t.co/eqsmoIPgtJ @gottesdiener https://t.co/DJjveOpn9N",Thu Dec 23 22:07:53 +0000 2021,Reuters,12/23/21,,,,,nearly murder disappearance connection land conflict convulsed Honduras Agun Valley since violence first intensified northern corner country stoked migrant flight yous
1374,T2,1220198,1.47471e+18,".
Over 85% fully vaxxed, but, it's the unvaxxed fault for spreading the virus? 🤔

I'd better get another polio vax, in case a polio migrant comes into Canada, they might infect me ! 🤔
.",Sat Dec 25 11:45:21 +0000 2021,Rex66992401,12/25/21,,,,,fully vaxxed unvaxxed fault spreading virus would better get another polio vax case polio migrant come Canada might infect
1375,T4,557043,1.78217e+18,"@jihadwatchRS ""Italy: Muslim migrants savagely beat another migrant for attending church""

It will come here 🇨🇦🇺🇲
Just a matter of time 
Follow the Palestinian Protests, just the beginning 
.",Sun Apr 21 22:02:42 +0000 2024,Rex66992401,4/21/24,,,,,Italy Muslim migrant savagely beat another migrant attending church come Just matter time Follow palestinian Protests beginning
1376,T4,277232,1.78112e+18,"@insauga ""Knife pulled as suspect tries to flee Halton Hills Walmart with stolen groceries""

Cultural enrichment? 
Non white?
Illegal Migrant? 

Do tell 🤓
.",Fri Apr 19 00:48:58 +0000 2024,Rex66992401,4/18/24,,,,,Knife pulled suspect try flee Halton Hills Walmart stolen grocery Cultural enrichment Non white Illegal Migrant Do tell
1377,T3,1565143,1.6455e+18,"@TorontoStar ""city’s overall homeless population has been soaring, with an increase in the last year of roughly 1,300, to a total of more than 10,800 in Feb""

A John Tory legacy 
Declaration: Sanctuary city! 

Trudeau says economy doing well. Carbon and grocery rebates are working 🤓",Mon Apr 10 18:52:27 +0000 2023,Rex66992401,4/10/23,,,,,city overall homeless population soaring increase last year roughly total Feb A John Tory legacy Declaration Sanctuary city Trudeau say economy well Carbon grocery rebate working
1378,T4,563459,1.78213e+18,"@CP24 ""Toronto man facing 8 alleged sex assaults charges at east-end restaurant""

No name. No description.
Once more 

May we guess? 
Non-white 
New migrant. 
Name:
Muhammed, Muhamad, Mohammad, Mohammed, Mahammad, Mahammed, Mohamad, Mohamed, Mehmet?
🤓",Sun Apr 21 19:32:23 +0000 2024,Rex66992401,4/21/24,,,,,Toronto man facing alleged sex assault charge eastend restaurant No name No description May guess nonwhite New migrant name Muhammed Muhamad Mohammad Mohammed Mahammad Mahammed Mohamad Mohamed Mehmet
1379,T4,534328,1.77484e+18,"The lie that the USA is a melting pot.
The White Europeans that came here legally were forced to undergo thorough medical exams, they were forced to have a sponsor, they were forced to LEARN ENGLISH if they wanted a frigging job. 1892 and 1954, more than 12Million immigrants passed through the U.S. immigration portal at Ellis Island. 
Illegal alien invasion has more than doubled that number during BIDEN's Administration.  The flaunting of braeking Federal Law goes without accountability.  8 USC Sec. 1324 25 26 has criminal punishment up to 20 years.  
AS Biden says, ""Whites have been in power too long... immigration will guarantee that in the future they will be minority and that's not a bad thing.""",Mon Apr 01 16:31:54 +0000 2024,RicciGeri,4/1/24,,,,,lie USA melting pot White Europeans came legally forced undergo thorough medical exam forced sponsor forced LEARN ENGLISH wanted frigging job Million immigrant passed YOUS immigration portal Ellis Island Illegal alien invasion doubled number BIDENs Administration flaunting braeking Federal Law go without accountability USC Sec criminal punishment year Biden say white power long immigration guarantee future minority bad thing
1380,T4,315696,1.77851e+18,"@westieTX AND... they had to have sponsors, pass a medical/physical test... learn English to get a job .  This invasion is nothing like Ellis Island immigration.
Ellis immigrants followed the parameters for LEGAL immigration while the Invader Aliens do not.",Thu Apr 11 19:49:48 +0000 2024,RicciGeri,4/11/24,,,,,sponsor pas medicalphysical test learn English get job invasion nothing like Ellis Island immigration Ellis immigrant followed parameter LEGAL immigration Invader Aliens
1381,T2,1290607,1.4784e+18,"@rhowardbrowne &lt; immigrants come here legally, follow naturalization rules/requirements.  8 USC Sec. 1324 et seq. refers to these people as ""undocumented aliens"".  Aiding/abetting/hiring/harboring punishable by jail time.",Tue Jan 04 16:01:38 +0000 2022,RicciGeri,1/4/22,,,,,lt immigrant come legally follow naturalization rulesrequirements USC Sec et seq refers people undocumented alien aidingabettinghiringharboring punishable jail time
1382,T2,1200294,1.47548e+18,"Will someone @Newsmax actually read our laws - namely 8 USC Sec. 1324 et seq. and find if the word ""migrant"" appears anywhere within that CODE?",Mon Dec 27 14:43:02 +0000 2021,RicciGeri,12/27/21,,,,,someone actually read law namely USC Sec et seq find word migrant appears anywhere within CODE
1383,T3,1557884,1.65558e+18,We do not NEED Immigration reform... Mayorkas is not telling the truth.  Our legal immigration laws work fine.  Mayorkas is blowing smoke up our (fill in the blank).  Illegal invasion is the problem... we have laws that deal with border invasion...under those laws he'd be in jail,Mon May 08 14:24:06 +0000 2023,RicciGeri,5/8/23,,,,,need Immigration reform Mayorkas telling truth legal immigration law work fine Mayorkas blowing smoke fill blank Illegal invasion problem law deal border invasionunder law would jail
1384,T4,326650,1.77833e+18,"@LadyNoo22 Admittedly a long time ago when I tried to claim benefit due to redundancy the dole office refused me because I had a part time job of 18hrs a month 
And today all I see is the immigrant and the dregs in life receiving my hard earned taxes as a benefit 
The Country is screwed.",Thu Apr 11 07:46:17 +0000 2024,Richard93783516,4/11/24,,,,,admittedly long time ago tried claim benefit due redundancy dole office refused part time job hr month today see immigrant dreg life receiving hard earned tax benefit Country screwed
1385,T4,116836,1.7812e+18,@benonwine True. And as white indigenous we should all be shouting that fact from the highest point and cancel this left wing woke drivel being pushed on our young that the immigrant built Britain,Fri Apr 19 06:00:34 +0000 2024,Richard93783516,4/18/24,,,,,true white indigenous shouting fact highest point cancel left wing woke drivel pushed young immigrant built Britain
1386,T2,1421008,1.48053e+18,"@PhilHal75318808 @UK999FE @GreenJennyJones @GBNEWS @pritipatel That’s the hypocrisy of her 
She expects the common man to endure their immigrants but won’t have them on her doorstep",Mon Jan 10 13:09:47 +0000 2022,Richard93783516,1/10/22,,,,,hypocrisy expects common man endure immigrant doorstep
1387,T4,30392,1.78197e+18,"@ejames500 They don’t need the integrated immigrant or indigenous to vote for them 
Labour and the Tories have allowed enough in to not need our votes to get into power",Sun Apr 21 08:52:51 +0000 2024,Richard93783516,4/21/24,,,,,need integrated immigrant indigenous vote Labour Tories allowed enough need vote get power
1388,T4,204851,1.78019e+18,"@NotFarLeftAtAll And to think our own elected officials have put the indigenous people in arms way, by allowing mass unfettered immigration into the Country 

What’s even more worrying the electorate will still vote for those that have done this to the Nation",Tue Apr 16 10:49:25 +0000 2024,Richard93783516,4/16/24,,,,,think elected official put indigenous people arm way allowing mass unfettered immigration Country even worrying electorate still vote done nation
1389,T2,1169591,1.47669e+18,"2021: 1.9M Migrants Apprehended Along Southwest Border, 500K ‘Got Aways‘ https://t.co/K00rU8rKRT via @BreitbartNews",Thu Dec 30 22:49:21 +0000 2021,RobertJByars,12/30/21,,,,,M Migrants Apprehended Along Southwest Border K Got Aways via
1390,T4,74760,1.78206e+18,@AriFleischer @SpeakerJohnson What about the border? What about our country? If you lived in Texas you would not be so happy! I thought you were a patriot. Your comment is very disappointing.,Sun Apr 21 14:35:00 +0000 2024,RobertJByars,4/21/24,,,,,border country lived Texas would happy thought patriot comment disappointing
1391,T4,87954,1.78204e+18,Where are the protests to close our border? Where are the conservative pundits like @marklevinshow ?,Sun Apr 21 13:13:53 +0000 2024,RobertJByars,4/21/24,,,,,protest close border conservative pundit like
1392,T2,1336402,1.47942e+18,A Sanctuary City for Crime by @CharlesFLehman https://t.co/NACBTRzX4F via @WSJOpinion,Fri Jan 07 11:49:50 +0000 2022,RobertJByars,1/7/22,,,,,Sanctuary City Crime via
1393,T4,98103,1.78202e+18,"I support Israel, but I'm through with @marklevinshow . He cares more about them than the U.S. border. He should come to Texas and learn something! U.S.A. first!",Sun Apr 21 11:58:29 +0000 2024,RobertJByars,4/21/24,,,,,support Israel care YOUS border come Texas learn something YOUSA first
1394,T2,1249232,1.47368e+18,@PatHallWilts #BrexitShambles  6million EU citizens applied to remain in this terrible UK along with 27k migrants in boats and rising.,Wed Dec 22 15:31:02 +0000 2021,RobertJudd4,12/22/21,,,,,brexitshambles million EU citizen applied remain terrible UK along k migrant boat rising
1395,T4,670162,1.78142e+18,@OhBrokenBritain @ukhomeoffice @10DowningStreet @JamesCleverly @SuellaBraverman @JamesCleverly isn't it time for Home Office to be split into smaller parts as its clearly unfit for purpose. Asylum seekers &amp; over stayers are routinely ignored &amp; allowed to stay despite clear opportunity to deport.,Fri Apr 19 20:11:33 +0000 2024,RobertJudd4,4/19/24,,,,,time Home Office split smaller part clearly unfit purpose Asylum seeker amp stayer routinely ignored amp allowed stay despite clear opportunity deport
1396,T4,78987,1.78134e+18,"@UK_Optimist @DavidGHFrost I think the terrible inaction of this Tory Wet one nation liberal means no matter what they do defeat is going to happen, they all look resigned to it &amp; have no idea how to reverse it, despite most would welcome some growth &amp; a proper immigration policy",Fri Apr 19 15:01:15 +0000 2024,RobertJudd4,4/19/24,,,,,think terrible inaction Tory Wet one nation liberal mean matter defeat going happen look resigned amp idea reverse despite would welcome growth amp proper immigration policy
1397,T2,1121619,1.47866e+18,@mikelonerider Australia was successful in reducing its migrant boat crisis by processing migrants 2000 miles away from Australia. Denmark is proposing to process its migrants in Rewanda. Reduces the pull of getting to the target if you need to restart whole process again but 1000s miles away,Wed Jan 05 09:28:40 +0000 2022,RobertJudd4,1/5/22,,,,,Australia successful reducing migrant boat crisis processing migrant mile away Australia Denmark proposing process migrant Rewanda Reduces pull getting target need restart whole process mile away
1398,T4,751026,1.78099e+18,"@bergerac_jim @favouritetowin I think a bit more ping pong to go yet, not that I think Rwanda is any good, a pointless expensive scheme that Sunak is using as cover to absolutely nothing with record boat migrants &amp; record legal migrants, I really think Politicians are not really interested",Thu Apr 18 16:10:15 +0000 2024,RobertJudd4,4/18/24,,,,,think bit ping pong go yet think Rwanda good pointless expensive scheme Sunak using cover absolutely nothing record boat migrant amp record legal migrant really think politician really interested
1399,T2,1275212,1.4729e+18,"@johnmuffit What do you mean? Anyone can come by plane, train or ferry at any time to the UK and claim asylum on arrival.",Mon Dec 20 12:20:48 +0000 2021,Rod__Mason,12/20/21,,,,,mean Anyone come plane train ferry time UK claim asylum arrival
1400,T3,1502960,1.65237e+18,"@RobertN51219021 The 1.1m UK immigration figure for 2022 is from @ONS : that’s a screen shot of the page; check it out if you don’t believe it!

You yourself said 500,000 net migration: if you don’t accept the way ONS calculate it, what do you think immigration was before emigration’s subtracted?",Sat Apr 29 17:56:46 +0000 2023,Rod__Mason,4/29/23,,,,,UK immigration figure screen shot page check believe said net migration accept way ONS calculate think immigration emigration subtracted
1401,T4,530225,1.77491e+18,"@daveguitarclark @TiceRichard Immigrants are not British, unless and until they become British citizens.",Mon Apr 01 21:26:18 +0000 2024,Rod__Mason,4/1/24,,,,,immigrant british unless become british citizen
1402,T4,791887,1.78028e+18,"@HuntIsaac20139 @strimmer01 @CllrBSilvester @RichardRich021 I’m sure the Rwanda deal will be extended if it’s successful.

It should take fewer than 1,000 Channel migrants to be sent there before the dinghies stop coming, but (as I said) there’s no limit been placed on numbers, and Rwanda take thousands every year from UN refugee camps.",Tue Apr 16 17:00:21 +0000 2024,Rod__Mason,4/16/24,,,,,sure Rwanda deal extended successful take fewer Channel migrant sent dinghy stop coming said limit placed number Rwanda take thousand every year UN refugee camp
1403,T4,572592,1.77489e+18,"@mp2172 @TiceRichard Reform aren’t suggesting ending immigration - just matching it to emigration, like we always used to!

What’s wrong with that?",Mon Apr 01 20:18:11 +0000 2024,Rod__Mason,4/1/24,,,,,reform suggesting ending immigration matching emigration like always used wrong
1404,T4,387769,1.77722e+18,"@SaveFOM @JimmyMonsieur @TykeBrahe @williamnhutton Don’t be daft: Freedom of Movement meant we couldn’t control how many EU immigrants came to the UK!

We have control of (legal) immigration now; it’s just that the Tories have been incompetent, or actually wanted record mass immigration.",Mon Apr 08 06:39:24 +0000 2024,Rod__Mason,4/7/24,,,,,daft Freedom Movement meant could control many EU immigrant came UK control legal immigration Tories incompetent actually wanted record mass immigration
1405,T4,386108,1.77728e+18,@ChunkyChipper @oldgraycoder No: each country decides how many immigrants to accept (except those with EU free movement).,Mon Apr 08 10:09:55 +0000 2024,Rod__Mason,4/8/24,,,,,country decides many immigrant accept except EU free movement
1406,T2,1275083,1.47291e+18,"@johnmuffit Yes, but if an asylum seeker is in France, it’s safe for them to apply for asylum there, and then come to the UK legally once approved by the French authorities.",Mon Dec 20 12:50:23 +0000 2021,Rod__Mason,12/20/21,,,,,yes asylum seeker France safe apply asylum come UK legally approved french authority
1407,T4,794532,1.78026e+18,"@strimmer01 @CllrBSilvester @RichardRich021 No: Rwanda have put no limit on how many Channel migrants they’ll take, although it might start slowly.

They take thousands of refugees every year from UN camps, and will be paid per Channel migrant.

Once the deterrent kicks in the numbers should be very low though, of course.",Tue Apr 16 15:30:59 +0000 2024,Rod__Mason,4/16/24,,,,,Rwanda put limit many Channel migrant take although might start slowly take thousand refugee every year UN camp paid per Channel migrant deterrent kick number low though course
1408,T2,1375053,1.46959e+18,"#OpenBordersIndustry behind the madness of non-citizens voting, unlawful #immigrants sanctuary states/cities, #GreenCard cap removal, #H1Bvisa et al?
https://t.co/qZnWPyZSzj",Sat Dec 11 08:55:11 +0000 2021,RodneyR58127664,12/11/21,,,,,openbordersindustry behind madness noncitizen voting unlawful immigrant sanctuary statescities GreenCard cap removal HBvisa et al
1409,T4,51753,1.78164e+18,"@asystemarchitec @ChuffedAF2 @cathy_sapp @zzSwim @raymo_g It all depends on how it's used.
Currently #capitalism is using #automation (#ArtificialIntelligence), #offshore #outsourcing, &amp; #immigration (#H1B et al) to replace #AmericanWorkers &amp; increase profits.
https://t.co/XDq0epHZxJ",Sat Apr 20 11:00:31 +0000 2024,RodneyR58127664,4/20/24,,,,,depends used currently capitalism using automation ArtificialIntelligence offshore outsourcing amp immigration HB et al replace AmericanWorkers amp increase profit
1410,T4,346213,1.77796e+18,"When will #America follow #NewZealand &amp; restrict #H1B as well @SenFettermanPA @SenBobCasey @RepMeuser @WhiteHouse?

'Visa restrictions in New Zealand expected to impact Indian immigrants'
https://t.co/mUUuAmwGhK https://t.co/Iu6UqhHy0l",Wed Apr 10 07:25:45 +0000 2024,RodneyR58127664,4/10/24,,,,,America follow NewZealand amp restrict HB well Visa restriction New Zealand expected impact indian immigrant
1411,T2,1363079,1.4729e+18,"150,000 excess #GreenCard FY 2022; how many will #DesiDiaspora consume, shutting out rest of world?

A record 150,000 excess green cards to be available in 2022 https://t.co/oR827MUN71",Mon Dec 20 12:10:36 +0000 2021,RodneyR58127664,12/20/21,,,,,excess GreenCard FY many DesiDiaspora consume shutting rest world A record excess green card available
1412,T4,472265,1.77584e+18,"@FrederickRLynch @WhiteHouse Thank you.
""undocumented workers ... not #unionized?""
Based on articles I've seen on #employers using #H2B in various #Construction roles to bust unions, I'm going to hazard a guess same applies to unlawful #immigrants - union busting tactic.

https://t.co/hRVCTnPNcG https://t.co/I7mErc4neZ",Thu Apr 04 10:56:40 +0000 2024,RodneyR58127664,4/4/24,,,,,Thank undocumented worker unionized based article seen employer using HB various Construction role bust union going hazard guess applies unlawful immigrant union busting tactic
1413,T4,333985,1.77816e+18,"@ConorFoley32 No he didn't.
Listen to the question asked &amp; his response.
I would have thought given the clear intent expressed in the question he would have taken the opportunity &amp; every opportunity to reiterate immigrants are not causing the pressure on accommodation 
Government inaction is",Wed Apr 10 20:44:18 +0000 2024,RoryHearneGaffs,4/10/24,,,,,Listen question asked amp response would thought given clear intent expressed question would taken opportunity amp every opportunity reiterate immigrant causing pressure accommodation Government inaction
1414,T3,1522023,1.64553e+18,"Mass evictions have been allowed  to return to this country along with forced emigration
Unlike what happened in 1800s under a colonial power, the Irish political class has created our current predicament by dragging society into its neoliberal fever dream
https://t.co/qLK4pT3gQj",Mon Apr 10 21:05:04 +0000 2023,RoryHearneGaffs,4/10/23,,,,,Mass eviction allowedto return country along forced emigration unlike happened colonial power irish political class created current predicament dragging society neoliberal fever dream
1415,T4,277645,1.77915e+18,"Ireland does have a housing crisis, a healthcare crisis and a cost of living crisis, none of which were caused by immigrants. Punching down on immigrants and spreading lies takes the focus off Government and their failings. 
Well said
@TheNewReview2 https://t.co/a0TYWiRk5A",Sat Apr 13 14:26:55 +0000 2024,RoryHearneGaffs,4/13/24,,,,,ireland housing crisis healthcare crisis cost living crisis none caused immigrant punching immigrant spreading lie take focus Government failing Well said
1416,T2,1339341,1.478e+18,"Whats likely to happen #housingcrisis in 2022? 
🏠Emigration will return, for the first time in Ireland’s history, not due to a lack of employment but the lack of affordable homes
🏠Employers will find it hard to source workers who can’t access housing
My Oped in @irishexaminer https://t.co/HmC3RWEYGX",Mon Jan 03 13:57:15 +0000 2022,RoryHearneGaffs,1/3/22,,,,,likely happen housingcrisis Emigration return first time Irelands history due lack employment lack affordable home employer find hard source worker access housing My Oped
1417,T3,1516905,1.6468e+18,"Forced emigration is back in Ireland
Teachers, nurses, doctors, construction workers are emigrating 
Because they can't get the most basic needs of all - a home.
Here's the reality 
Listen:
https://t.co/wQmSpOdmHD
#Biden 
#BidenInIreland 
#HousingCrisis 
#Ireland https://t.co/6irBcm0ofj",Fri Apr 14 09:17:33 +0000 2023,RoryHearneGaffs,4/14/23,,,,,Forced emigration back Ireland Teachers nurse doctor construction worker emigrating get basic need home reality Listen Biden BidenInIreland HousingCrisis Ireland
1418,T2,1076790,1.48018e+18,"@Patriciakbess2 Why? Why should we have to house them &amp; why on a permanent basis? Asylum/ refugee status should be temporary only, with mandatory return to home/nearby region as soon as is considered safe.",Sun Jan 09 14:24:17 +0000 2022,RosettaTickner,1/9/22,,,,,house amp permanent basis Asylum refugee status temporary mandatory return homenearby region soon considered safe
1419,T4,714758,1.7794e+18,@Telegraph Mandatory deportation orders for all foreign criminals are needed now - our judiciary cannot be trusted to return these offenders to their home countries.,Sun Apr 14 07:00:47 +0000 2024,RosettaTickner,4/14/24,,,,,mandatory deportation order foreign criminal needed judiciary trusted return offender home country
1420,T4,761308,1.77841e+18,"@ukhomeoffice Your facetious posts are an insult to British citizens. 36 removals is a sick joke - you should be removing hundreds every day! As for foreign criminals, deportation should be mandatory for any offence other than the most minor. Your department is supposed to work for the UK!",Thu Apr 11 12:59:46 +0000 2024,RosettaTickner,4/11/24,,,,,facetious post insult british citizen removal sick joke removing hundred every day foreign criminal deportation mandatory offence minor department supposed work UK
1421,T2,1259240,1.47341e+18,"@rjsc42 @minxyminx1952 @geoffreyMyers1 The bulk of these illegals are nothing other than economic migrants, they're not refugees from Aleppo, so your comments are simply facetious.",Tue Dec 21 21:33:42 +0000 2021,RosettaTickner,12/21/21,,,,,bulk illegals nothing economic migrant refugee Aleppo comment simply facetious
1422,T4,301273,1.77879e+18,"@RadioGenoa We need to rid London of Khan &amp; drastically reduce the immigrant population, starting with illegals.",Fri Apr 12 14:17:15 +0000 2024,RosettaTickner,4/12/24,,,,,need rid London Khan amp drastically reduce immigrant population starting illegals
1423,T2,1254719,1.48048e+18,@dave24144975 @BorisJohnson @pritipatel  Hope the illegals approve.,Mon Jan 10 09:44:54 +0000 2022,Rubiespal,1/10/22,,,,,hope illegals approve
1424,T4,78195,1.78134e+18,"@DaveAtherton20 @RishiSunak Evil little diktat. Obviously there are genuine cases of people being ill, who are to be bade scapegoats. We all know who’s abusing the welfare state. Same as NHS. Get tough on immigration both legal and especially illegal Sunak!",Fri Apr 19 15:21:39 +0000 2024,Rubiespal,4/19/24,,,,,Evil little diktat obviously genuine case people ill bade scapegoat know abusing welfare state Same NHS Get tough immigration legal especially illegal Sunak
1425,T4,99051,1.78134e+18,"@Steven_Swinford Hey @RishiSunak  Tell us something we didn’t, know already. You should have listened, when we told you that we could not sustain thousands of immigrants who are on welfare. Now take the blame and point the finger right back at yourself and your pathetic weak Govt. @Conservatives",Fri Apr 19 14:54:28 +0000 2024,Rubiespal,4/19/24,,,,,Hey Tell u something know already listened told could sustain thousand immigrant welfare take blame point finger right back pathetic weak Govt
1426,T2,1408051,1.4806e+18,@NeilEastell @pritipatel @BorisJohnson  We want this to stop! We gave you an 80 seat majority to curb immigration!!!,Mon Jan 10 18:06:26 +0000 2022,Rubiespal,1/10/22,,,,,want stop gave seat majority curb immigration
1427,T4,378748,1.78066e+18,"@ByrneBarry I’m offended by this ageist remark @Keir_Starmer !
Showing your true colours. We won’t have any money after paying for care homes. I believe illegals are using them for free?",Wed Apr 17 17:59:28 +0000 2024,Rubiespal,4/17/24,,,,,offended ageist remark showing true colour money paying care home believe illegals using free
1428,T2,1185272,1.47688e+18,Yep. I'm proud of being British when Britain does things to make me proud. Our attitude to refugees and asylum seekers is not one of those things.,Fri Dec 31 11:52:00 +0000 2021,RussInCheshire,12/31/21,,,,,yep proud british Britain thing make proud attitude refugee asylum seeker one thing
1429,T2,1431219,1.48044e+18,"This is the man who

- Obsesses about countries controlled their own borders
- Demands we adopt an Australian-style immigration system
- Condemns people from other countries interfering in domestic politics https://t.co/TEpTDp3lqh",Mon Jan 10 07:23:12 +0000 2022,RussInCheshire,1/9/22,,,,,man obsesses country controlled border demand adopt Australianstyle immigration system Condemns people country interfering domestic politics
